workerid,response6,response4,response5,response2,response3,response1,property1,property2,obj3,obj2,slide_number,condition,trial_type,target,utterance,item,pref1,pref2,pref3,pref4,pref5,pref6
0,0,0.1,0.95,0.65,0.7,0.15,texture,shape,231,231,15,1/3,multi_slider,221,blue,175,solid things,striped things,polka-dotted things,clouds,circles,squares
0,0,0.9,0.05,0,0.1,1,texture,color,111,111,16,3/3,multi_slider,111,cloud,266,blue things,red things,green things,solid things,striped things,polka-dotted things
0,0.05,0.85,0.2,0.7,0.15,0.15,texture,shape,123,123,17,1/3,multi_slider,113,green,172,solid things,striped things,polka-dotted things,clouds,circles,squares
1,1,0.5,0.1,1,0,0,texture,color,222,222,3,1/3,multi_slider,232,polka-dotted,154,blue things,red things,green things,solid things,striped things,polka-dotted things
1,1,0,0.35,0.55,0,1,texture,color,222,223,4,1/2,multi_slider,213,circle,70,solid things,striped things,polka-dotted things,blue things,red things,green things
1,1,0.45,0,1,0,0.35,color,texture,223,221,5,2/3,multi_slider,223,striped,8,solid things,striped things,polka-dotted things,blue things,red things,green things
1,1,0.45,0.05,1,0,0.5,shape,color,121,223,6,2/2,multi_slider,223,striped,143,clouds,circles,squares,blue things,red things,green things
1,0.5,0.35,0.5,1,0.45,0,texture,color,312,332,7,1/1,multi_slider,323,square,226,blue things,red things,green things,solid things,striped things,polka-dotted things
1,1,0,0.5,0.5,0,1,shape,color,123,123,8,1/1,multi_slider,222,circle,227,clouds,circles,squares,blue things,red things,green things
1,0,1,0.55,0,0,1,texture,shape,113,123,9,2/3,multi_slider,113,green,31,clouds,circles,squares,solid things,striped things,polka-dotted things
1,0,0.85,0.5,0,1,0.5,color,shape,233,133,10,1/2,multi_slider,131,blue,71,blue things,red things,green things,clouds,circles,squares
1,0,1,0,0.5,0.5,0.5,color,texture,313,311,11,1/3,multi_slider,312,red,168,blue things,red things,green things,solid things,striped things,polka-dotted things
1,1,0,0,0.5,0,1,shape,texture,133,133,12,3/3,multi_slider,133,polka-dotted,276,clouds,circles,squares,solid things,striped things,polka-dotted things
1,0.45,0.8,0,0.5,1,0,texture,color,133,112,13,2/2,multi_slider,113,green,141,blue things,red things,green things,solid things,striped things,polka-dotted things
1,1,0,0,0,1,0,shape,texture,333,333,14,3/3,multi_slider,333,polka-dotted,287,solid things,striped things,polka-dotted things,clouds,circles,squares
1,0,1,0,0,1,0,texture,color,231,231,15,3/3,multi_slider,231,circle,279,solid things,striped things,polka-dotted things,blue things,red things,green things
1,1,0.5,0,0,1,0.5,shape,color,311,313,16,1/2,multi_slider,113,green,56,clouds,circles,squares,blue things,red things,green things
1,0,0.5,1,0,1,0.5,shape,color,312,311,17,1/2,multi_slider,112,solid,95,clouds,circles,squares,blue things,red things,green things
2,0.85,0.5,0.5,0.5,0.9,0.5,texture,color,223,213,3,1/3,multi_slider,233,circle,160,solid things,striped things,polka-dotted things,blue things,red things,green things
2,0.5,0.95,0.5,0.85,0.5,0.5,color,shape,212,211,4,2/3,multi_slider,211,circle,43,clouds,circles,squares,blue things,red things,green things
2,0.2,0.85,0.25,0.3,0.8,0.35,shape,texture,113,313,5,2/3,multi_slider,313,green,38,clouds,circles,squares,solid things,striped things,polka-dotted things
2,0.3,0.8,0.3,0.85,0.25,0.25,shape,texture,331,331,6,1/1,multi_slider,211,blue,248,clouds,circles,squares,solid things,striped things,polka-dotted things
2,0.8,0.5,0.25,0.85,0.25,0.3,color,shape,311,311,7,1/3,multi_slider,312,red,171,blue things,red things,green things,clouds,circles,squares
2,0.25,0.35,0.75,0.75,0.25,0.15,shape,color,232,232,8,3/3,multi_slider,232,circle,262,blue things,red things,green things,clouds,circles,squares
2,0.2,0.75,0.25,0.25,0.2,0.85,color,shape,113,111,9,2/3,multi_slider,111,blue,11,clouds,circles,squares,blue things,red things,green things
2,0.25,0.25,0.9,0.25,0.7,0.35,color,texture,332,333,10,2/3,multi_slider,332,red,35,solid things,striped things,polka-dotted things,blue things,red things,green things
2,0.2,0.25,0.8,0.25,0.25,0.9,texture,shape,222,212,11,2/3,multi_slider,212,solid,5,solid things,striped things,polka-dotted things,clouds,circles,squares
2,0.85,0.25,0.25,0.3,0.2,0.8,shape,color,112,213,12,2/2,multi_slider,113,green,123,clouds,circles,squares,blue things,red things,green things
2,0.3,0.2,0.85,0.2,0.85,0.25,shape,texture,232,232,13,3/3,multi_slider,232,circle,299,solid things,striped things,polka-dotted things,clouds,circles,squares
2,0.3,0.25,0.9,0.9,0.2,0.3,texture,shape,312,232,14,1/2,multi_slider,222,circle,96,solid things,striped things,polka-dotted things,clouds,circles,squares
2,0.25,0.1,0.8,0.3,0.8,0.25,texture,shape,232,222,15,2/3,multi_slider,232,polka-dotted,33,solid things,striped things,polka-dotted things,clouds,circles,squares
2,0.25,0.2,0.9,0.3,0.85,0.25,texture,shape,221,121,16,1/2,multi_slider,231,blue,57,solid things,striped things,polka-dotted things,clouds,circles,squares
2,0.3,0.25,0.85,0.8,0.3,0.3,color,texture,233,221,17,1/2,multi_slider,222,red,63,blue things,red things,green things,solid things,striped things,polka-dotted things
3,0.5,0.3,0.5,0.15,0.2,0.75,texture,color,131,112,3,2/2,multi_slider,111,blue,119,solid things,striped things,polka-dotted things,blue things,red things,green things
3,0.1,0.5,0.1,0.9,0.15,0.1,color,texture,321,323,4,2/3,multi_slider,321,blue,39,solid things,striped things,polka-dotted things,blue things,red things,green things
3,0,0.9,0.5,0.5,1,0,texture,color,131,131,5,1/1,multi_slider,113,solid,236,blue things,red things,green things,solid things,striped things,polka-dotted things
3,0.3,0.45,0.8,0.05,1,0.15,texture,shape,221,121,6,1/2,multi_slider,231,circle,57,solid things,striped things,polka-dotted things,clouds,circles,squares
3,0.4,0.3,0.75,0.1,0.75,0.15,texture,color,123,123,7,3/3,multi_slider,123,green,294,blue things,red things,green things,solid things,striped things,polka-dotted things
3,1,0.25,0.25,0.9,0.5,0.5,color,shape,231,332,8,1/2,multi_slider,233,circle,61,clouds,circles,squares,blue things,red things,green things
3,0.3,0.7,0.3,0.65,0.3,0.7,color,shape,133,132,9,1/3,multi_slider,131,blue,200,clouds,circles,squares,blue things,red things,green things
3,0.4,0.5,0.55,0.3,0.5,0.8,color,shape,212,211,10,2/3,multi_slider,211,solid,43,blue things,red things,green things,clouds,circles,squares
3,0.5,0.5,0.5,0.5,0.5,0.5,shape,texture,213,213,11,3/3,multi_slider,213,green,283,solid things,striped things,polka-dotted things,clouds,circles,squares
3,0.5,0.55,0.5,0.5,0.6,0.5,shape,texture,133,133,12,3/3,multi_slider,133,green,260,solid things,striped things,polka-dotted things,clouds,circles,squares
3,0.5,0.5,0.55,0.5,0.65,0.5,shape,color,122,122,13,3/3,multi_slider,122,red,273,clouds,circles,squares,blue things,red things,green things
3,0.5,0.7,0.5,0.45,0.6,0.45,texture,color,133,112,14,2/2,multi_slider,113,solid,141,blue things,red things,green things,solid things,striped things,polka-dotted things
3,0.3,0.8,0.3,0.3,0.3,0.6,shape,texture,323,113,15,2/2,multi_slider,113,cloud,135,clouds,circles,squares,solid things,striped things,polka-dotted things
3,0.2,0.65,0.25,0.1,0.45,0.75,color,shape,222,122,16,1/2,multi_slider,121,blue,91,blue things,red things,green things,clouds,circles,squares
3,0.5,1,0.15,0.5,0.5,0.75,texture,shape,123,123,17,1/3,multi_slider,113,cloud,172,clouds,circles,squares,solid things,striped things,polka-dotted things
4,0.4,0.1,0,0,0.8,0.2,texture,color,133,113,3,2/3,multi_slider,133,polka-dotted,24,solid things,striped things,polka-dotted things,blue things,red things,green things
4,0,0.25,0,0,0.7,0.2,shape,texture,133,133,4,3/3,multi_slider,133,cloud,260,solid things,striped things,polka-dotted things,clouds,circles,squares
4,0.1,0,0.7,0.35,0.4,0.35,texture,color,323,333,5,2/3,multi_slider,323,square,41,blue things,red things,green things,solid things,striped things,polka-dotted things
4,0.6,0.45,0.2,0.75,0.5,0.2,texture,color,312,332,6,1/1,multi_slider,323,green,226,solid things,striped things,polka-dotted things,blue things,red things,green things
4,0,0.2,0.75,0.3,0.65,0.2,shape,texture,333,123,7,2/2,multi_slider,323,square,115,clouds,circles,squares,solid things,striped things,polka-dotted things
4,0.05,0.65,0,0.3,0.3,0.5,texture,color,131,112,8,2/2,multi_slider,111,blue,119,blue things,red things,green things,solid things,striped things,polka-dotted things
4,0.5,0.15,0.3,0.7,0.15,0.15,texture,color,213,233,9,1/3,multi_slider,223,green,164,solid things,striped things,polka-dotted things,blue things,red things,green things
4,0.2,0.65,0.2,0.15,0.15,0.55,shape,texture,212,222,10,1/2,multi_slider,112,cloud,79,clouds,circles,squares,solid things,striped things,polka-dotted things
4,0.6,0.1,0.05,0,0.55,0,shape,color,333,333,11,3/3,multi_slider,333,green,298,clouds,circles,squares,blue things,red things,green things
4,0.5,0.5,0.5,0.75,0.1,0.25,texture,color,131,111,12,1/3,multi_slider,121,cloud,184,solid things,striped things,polka-dotted things,blue things,red things,green things
4,0.85,0.1,0.3,0.1,0.55,0.1,shape,texture,132,132,13,1/3,multi_slider,332,red,196,solid things,striped things,polka-dotted things,clouds,circles,squares
4,0.15,0.15,0.75,0.3,0.7,0.25,color,shape,311,311,14,1/3,multi_slider,312,solid,171,clouds,circles,squares,blue things,red things,green things
4,0.65,0.2,0.1,0.35,0.35,0.7,shape,texture,133,133,15,3/3,multi_slider,133,cloud,276,clouds,circles,squares,solid things,striped things,polka-dotted things
4,0.6,0.8,0.55,0.25,0.55,0.3,shape,texture,131,231,16,1/1,multi_slider,321,striped,249,clouds,circles,squares,solid things,striped things,polka-dotted things
4,0.55,0.2,0.2,0.25,0.5,0.25,shape,texture,221,121,17,1/1,multi_slider,331,polka-dotted,237,solid things,striped things,polka-dotted things,clouds,circles,squares
5,0,0.6,0.85,0,0.1,0.8,texture,color,331,321,3,2/3,multi_slider,321,blue,34,blue things,red things,green things,solid things,striped things,polka-dotted things
5,0.05,0.05,0.9,0.8,0.05,0.85,shape,color,333,233,4,1/1,multi_slider,132,polka-dotted,203,clouds,circles,squares,blue things,red things,green things
5,0.05,0.95,0,0.1,0,0.85,color,shape,222,122,5,1/2,multi_slider,121,blue,91,blue things,red things,green things,clouds,circles,squares
5,0,0.05,1,0.85,0.05,0.15,color,shape,233,231,6,1/3,multi_slider,232,red,174,blue things,red things,green things,clouds,circles,squares
5,0,0.8,1,0,1,0.05,shape,texture,323,113,7,2/2,multi_slider,113,solid,135,clouds,circles,squares,solid things,striped things,polka-dotted things
5,0,0.05,0.8,0.15,0.7,0.4,texture,color,222,222,8,1/3,multi_slider,232,polka-dotted,154,solid things,striped things,polka-dotted things,blue things,red things,green things
5,0.05,0.85,0.2,0.05,0.05,0.85,shape,color,222,322,9,1/1,multi_slider,121,blue,240,blue things,red things,green things,clouds,circles,squares
5,0.1,0.05,0.9,0,0.05,0.75,color,texture,313,311,10,1/3,multi_slider,312,square,168,solid things,striped things,polka-dotted things,blue things,red things,green things
5,0.1,0.2,1,0.8,0.15,0.1,shape,texture,222,222,11,3/3,multi_slider,222,striped,277,clouds,circles,squares,solid things,striped things,polka-dotted things
5,0.05,0.95,0.9,0.05,0.75,0.05,shape,texture,321,321,12,3/3,multi_slider,321,blue,288,clouds,circles,squares,solid things,striped things,polka-dotted things
5,0.9,0.1,0.1,0.1,0.7,0.1,color,shape,313,312,13,2/3,multi_slider,313,solid,9,clouds,circles,squares,blue things,red things,green things
5,0.05,0.8,0,0.05,0.6,0.25,texture,color,231,231,14,3/3,multi_slider,231,polka-dotted,279,solid things,striped things,polka-dotted things,blue things,red things,green things
5,0,0,0.8,0.05,0.05,0.7,color,shape,212,211,15,2/3,multi_slider,211,blue,43,blue things,red things,green things,clouds,circles,squares
5,0.15,0.8,0.05,0.15,0.8,0.15,shape,color,112,312,16,1/1,multi_slider,211,solid,222,clouds,circles,squares,blue things,red things,green things
5,1,0,0,0,0,0.75,shape,color,122,123,17,1/1,multi_slider,321,blue,217,blue things,red things,green things,clouds,circles,squares
6,0.6,0.85,0.85,0.8,0.9,0.7,texture,color,223,213,3,1/3,multi_slider,233,polka-dotted,160,blue things,red things,green things,solid things,striped things,polka-dotted things
6,0.8,0.65,0.75,0.7,0.85,0.75,shape,color,232,232,4,3/3,multi_slider,232,circle,262,clouds,circles,squares,blue things,red things,green things
6,0.8,0.5,0.8,0.9,0.9,0.75,shape,color,312,113,5,2/2,multi_slider,313,solid,104,clouds,circles,squares,blue things,red things,green things
6,0.65,0.35,0.7,0.9,0.9,0.8,texture,color,232,221,6,1/1,multi_slider,213,circle,238,blue things,red things,green things,solid things,striped things,polka-dotted things
6,0.9,0.75,0.85,0.8,0.75,0.7,color,texture,333,332,7,1/3,multi_slider,331,polka-dotted,183,solid things,striped things,polka-dotted things,blue things,red things,green things
6,0.8,0.85,0.85,0.75,0.8,0.7,shape,texture,133,133,8,3/3,multi_slider,133,polka-dotted,276,clouds,circles,squares,solid things,striped things,polka-dotted things
6,0.25,0.65,0.75,0.85,0.8,0.9,color,shape,211,113,9,1/2,multi_slider,112,solid,80,blue things,red things,green things,clouds,circles,squares
6,0.75,0.65,0.75,0.75,0.9,0.75,texture,color,311,311,10,3/3,multi_slider,311,square,281,blue things,red things,green things,solid things,striped things,polka-dotted things
6,0.75,0.7,0.8,0.65,0.8,0.65,color,shape,322,321,11,1/3,multi_slider,323,square,176,clouds,circles,squares,blue things,red things,green things
6,0.3,0.7,0.8,0.75,0.85,0.7,texture,color,131,131,12,1/1,multi_slider,113,solid,236,solid things,striped things,polka-dotted things,blue things,red things,green things
6,0.65,0.3,0.7,0.9,0.75,0.75,shape,texture,323,113,13,2/2,multi_slider,113,cloud,135,solid things,striped things,polka-dotted things,clouds,circles,squares
6,0.5,0.75,0.75,0.9,0.75,0.75,shape,color,211,211,14,1/3,multi_slider,111,solid,173,blue things,red things,green things,clouds,circles,squares
6,0.75,0.8,0.8,0.85,0.85,0.95,color,texture,332,333,15,2/3,multi_slider,333,square,20,solid things,striped things,polka-dotted things,blue things,red things,green things
6,0.75,0.85,0.8,0.9,0.9,0.8,shape,texture,221,311,16,1/1,multi_slider,131,polka-dotted,208,solid things,striped things,polka-dotted things,clouds,circles,squares
6,0.65,0.85,0.8,0.9,0.95,0.8,texture,color,133,112,17,2/2,multi_slider,113,cloud,141,blue things,red things,green things,solid things,striped things,polka-dotted things
7,0.05,0.05,0.05,0,0,0.05,shape,texture,212,212,3,3/3,multi_slider,212,red,269,clouds,circles,squares,solid things,striped things,polka-dotted things
7,0,0,0,0,0,0,shape,color,222,221,4,1/2,multi_slider,321,square,74,blue things,red things,green things,clouds,circles,squares
7,0.05,0.6,0.05,0,0,0,shape,texture,113,213,5,2/3,multi_slider,113,green,16,solid things,striped things,polka-dotted things,clouds,circles,squares
7,0.5,0,0,0.15,0.05,1,shape,color,311,313,6,1/2,multi_slider,113,solid,56,clouds,circles,squares,blue things,red things,green things
7,0.05,1,0.05,0,0,0,color,texture,312,322,7,1/2,multi_slider,311,solid,55,solid things,striped things,polka-dotted things,blue things,red things,green things
7,0,0,0.05,0.05,1,0.05,color,shape,231,132,8,1/2,multi_slider,133,cloud,82,blue things,red things,green things,clouds,circles,squares
7,0.05,0.05,0.05,0,0,0.8,color,shape,212,211,9,2/3,multi_slider,211,circle,3,blue things,red things,green things,clouds,circles,squares
7,0,0,0,0.05,0,0,color,texture,133,132,10,2/3,multi_slider,133,green,6,solid things,striped things,polka-dotted things,blue things,red things,green things
7,0,0,0,0,0,0,shape,color,112,112,11,3/3,multi_slider,112,cloud,289,blue things,red things,green things,clouds,circles,squares
7,0,0,0.85,0.65,0,0,texture,color,113,122,12,2/2,multi_slider,122,cloud,139,blue things,red things,green things,solid things,striped things,polka-dotted things
7,0,0,0,0,0,0,texture,color,133,112,13,1/1,multi_slider,121,striped,250,solid things,striped things,polka-dotted things,blue things,red things,green things
7,0.05,0.05,0.05,0,0,0,texture,shape,213,133,14,1/2,multi_slider,223,striped,54,solid things,striped things,polka-dotted things,clouds,circles,squares
7,0.8,0,0,0,0,0.6,color,shape,311,112,15,1/2,multi_slider,113,solid,81,clouds,circles,squares,blue things,red things,green things
7,0,1,0,0,0,0,shape,color,211,113,16,2/2,multi_slider,111,blue,128,blue things,red things,green things,clouds,circles,squares
7,0,0,1,0,0,0,texture,color,233,213,17,1/3,multi_slider,223,circle,199,blue things,red things,green things,solid things,striped things,polka-dotted things
8,0.5,0,1,1,0.5,0,shape,color,121,222,3,2/2,multi_slider,222,circle,106,blue things,red things,green things,clouds,circles,squares
8,0.5,0,1,0.5,1,0.5,color,shape,311,311,4,1/3,multi_slider,312,square,171,clouds,circles,squares,blue things,red things,green things
8,0.5,1,0.5,1,0.5,0.5,texture,color,221,221,5,3/3,multi_slider,221,circle,284,solid things,striped things,polka-dotted things,blue things,red things,green things
8,0,0,1,1,0.5,0,shape,texture,322,112,6,1/2,multi_slider,222,striped,89,solid things,striped things,polka-dotted things,clouds,circles,squares
8,1,0.5,0,1,0.5,0,texture,shape,213,313,7,1/2,multi_slider,323,green,93,solid things,striped things,polka-dotted things,clouds,circles,squares
8,0.5,1,0,1,0.5,0,shape,texture,212,122,8,2/2,multi_slider,212,red,148,clouds,circles,squares,solid things,striped things,polka-dotted things
8,0.5,0,1,0,0,1,texture,color,212,213,9,1/1,multi_slider,221,blue,241,blue things,red things,green things,solid things,striped things,polka-dotted things
8,0.5,0.5,1,0,0,1,texture,shape,231,221,10,1/3,multi_slider,211,blue,170,solid things,striped things,polka-dotted things,clouds,circles,squares
8,0.5,1,0.5,0.5,0,1,texture,shape,132,112,11,2/3,multi_slider,112,cloud,15,solid things,striped things,polka-dotted things,clouds,circles,squares
8,0.5,1,0.5,0.5,1,0.5,shape,color,321,321,12,3/3,multi_slider,321,blue,256,clouds,circles,squares,blue things,red things,green things
8,0,1,0.5,1,0,0.5,shape,texture,331,211,13,2/2,multi_slider,211,circle,109,clouds,circles,squares,solid things,striped things,polka-dotted things
8,0.5,0.5,1,0,0.5,1,shape,texture,222,222,14,1/3,multi_slider,122,red,197,clouds,circles,squares,solid things,striped things,polka-dotted things
8,1,0,0.5,0,1,0,shape,texture,121,111,15,1/1,multi_slider,331,square,211,solid things,striped things,polka-dotted things,clouds,circles,squares
8,0,1,0.5,1,0.5,0,shape,color,132,331,16,2/2,multi_slider,132,polka-dotted,140,blue things,red things,green things,clouds,circles,squares
8,1,0.5,0,0.5,0,1,shape,texture,233,233,17,1/1,multi_slider,313,square,205,solid things,striped things,polka-dotted things,clouds,circles,squares
