"","workerid","utterance","response","feedback","orig_obj1","orig_obj2","orig_obj3","object1shape","object1pattern","object1color","object2shape","object2pattern","object2color","object3shape","object3pattern","object3color","preferenceDimension","Pref1","Pref2","Pref3","uttFeat","targetFeat","obj1OC27","obj2OC27","obj3OC27","targetObject","object2","object3"
"524",28,"dotted",2,"VeryGood",333,331,222,"square","dotted","green","square","dotted","blue","circle","striped","red","color","blue","red","green",1,3,27,9,14,9,27,14
"525",28,"cloud",3,"Good",221,111,112,"circle","striped","blue","cloud","plain","blue","cloud","plain","red","color","blue","red","green",1,3,5,1,10,10,5,1
"526",28,"circle",1,"VeryGood",221,112,222,"circle","striped","blue","cloud","plain","red","circle","striped","red","color","blue","red","green",1,3,5,10,14,5,10,14
"527",28,"cloud",3,"VeryGood",211,122,121,"circle","plain","blue","cloud","striped","red","cloud","striped","blue","color","blue","red","green",1,3,2,13,4,4,2,13
"528",28,"square",2,"VeryGood",313,311,131,"square","plain","green","square","plain","blue","cloud","dotted","blue","color","blue","red","green",1,3,21,3,7,3,21,7
"529",28,"square",2,"Good",231,313,311,"circle","dotted","blue","square","plain","green","square","plain","blue","color","blue","red","green",1,3,8,21,3,21,8,3
"530",28,"plain",1,"Good",213,123,212,"circle","plain","green","cloud","striped","green","circle","plain","red","color","blue","red","green",1,3,20,22,11,20,22,11
"531",28,"circle",2,"Good",122,213,212,"cloud","striped","red","circle","plain","green","circle","plain","red","color","blue","red","green",1,3,13,20,11,20,13,11
"532",28,"circle",1,"VeryGood",211,323,213,"circle","plain","blue","square","striped","green","circle","plain","green","color","blue","red","green",1,3,2,24,20,2,24,20
"533",28,"square",3,"Good",321,212,322,"square","striped","blue","circle","plain","red","square","striped","red","color","blue","red","green",1,3,6,11,15,15,6,11
"534",28,"plain",3,"VeryGood",321,113,112,"square","striped","blue","cloud","plain","green","cloud","plain","red","color","blue","red","green",1,3,6,19,10,10,6,19
"535",28,"dotted",3,"VeryGood",233,311,231,"circle","dotted","green","square","plain","blue","circle","dotted","blue","color","blue","red","green",1,3,26,3,8,8,26,3
"536",28,"cloud",1,"VeryGood",121,123,211,"cloud","striped","blue","cloud","striped","green","circle","plain","blue","color","blue","red","green",1,3,4,22,2,4,22,2
"537",28,"dotted",3,"Bad",131,132,212,"cloud","dotted","blue","cloud","dotted","red","circle","plain","red","color","blue","red","green",1,3,7,16,11,11,7,16
"538",28,"cloud",1,"VeryGood",122,123,332,"cloud","striped","red","cloud","striped","green","square","dotted","red","color","blue","red","green",1,3,13,22,18,13,22,18
"539",28,"cloud",3,"VeryGood",331,123,121,"square","dotted","blue","cloud","striped","green","cloud","striped","blue","color","blue","red","green",1,3,9,22,4,4,9,22
"540",28,"square",3,"Good",233,322,323,"circle","dotted","green","square","striped","red","square","striped","green","color","blue","red","green",1,3,26,15,24,24,26,15
"541",29,"dotted",3,"VeryGood",211,132,232,"circle","plain","blue","cloud","dotted","red","circle","dotted","red","shape","circle","cloud","square",1,1,2,16,17,17,2,16
"542",29,"plain",3,"Good",213,122,313,"circle","plain","green","cloud","striped","red","square","plain","green","shape","circle","cloud","square",1,1,20,13,21,21,20,13
"543",29,"red",2,"VeryGood",323,212,312,"square","striped","green","circle","plain","red","square","plain","red","shape","circle","cloud","square",3,1,24,11,12,11,24,12
"544",29,"blue",1,"VeryGood",131,223,331,"cloud","dotted","blue","circle","striped","green","square","dotted","blue","shape","circle","cloud","square",3,1,7,23,9,7,23,9
"545",29,"plain",3,"VeryGood",311,122,211,"square","plain","blue","cloud","striped","red","circle","plain","blue","shape","circle","cloud","square",1,1,3,13,2,2,3,13
"546",29,"red",3,"VeryGood",321,332,232,"square","striped","blue","square","dotted","red","circle","dotted","red","shape","circle","cloud","square",3,1,6,18,17,17,6,18
"547",29,"striped",2,"VeryGood",323,223,131,"square","striped","green","circle","striped","green","cloud","dotted","blue","shape","circle","cloud","square",2,1,24,23,7,23,24,7
"548",29,"plain",1,"VeryGood",113,231,313,"cloud","plain","green","circle","dotted","blue","square","plain","green","shape","circle","cloud","square",1,1,19,8,21,19,8,21
"549",29,"striped",1,"VeryGood",223,111,323,"circle","striped","green","cloud","plain","blue","square","striped","green","shape","circle","cloud","square",2,1,23,1,24,23,1,24
"550",29,"blue",3,"VeryGood",111,322,211,"cloud","plain","blue","square","striped","red","circle","plain","blue","shape","circle","cloud","square",3,1,1,15,2,2,1,15
"551",29,"blue",1,"VeryGood",211,111,122,"circle","plain","blue","cloud","plain","blue","cloud","striped","red","shape","circle","cloud","square",3,1,2,1,13,2,1,13
"552",29,"dotted",3,"VeryGood",333,211,233,"square","dotted","green","circle","plain","blue","circle","dotted","green","shape","circle","cloud","square",1,1,27,2,26,26,27,2
"553",29,"plain",3,"VeryGood",111,222,211,"cloud","plain","blue","circle","striped","red","circle","plain","blue","shape","circle","cloud","square",1,1,1,14,2,2,1,14
"554",29,"plain",2,"VeryGood",112,212,133,"cloud","plain","red","circle","plain","red","cloud","dotted","green","shape","circle","cloud","square",1,1,10,11,25,11,10,25
"555",29,"striped",3,"VeryGood",121,113,221,"cloud","striped","blue","cloud","plain","green","circle","striped","blue","shape","circle","cloud","square",2,1,4,19,5,5,4,19
"556",29,"green",1,"VeryGood",213,232,313,"circle","plain","green","circle","dotted","red","square","plain","green","shape","circle","cloud","square",3,1,20,17,21,20,17,21
"557",29,"green",2,"VeryGood",323,123,212,"square","striped","green","cloud","striped","green","circle","plain","red","shape","circle","cloud","square",3,1,24,22,11,22,24,11
"558",29,"plain",3,"VeryGood",331,112,212,"square","dotted","blue","cloud","plain","red","circle","plain","red","shape","circle","cloud","square",1,1,9,10,11,11,9,10
"559",29,"red",2,"VeryGood",321,212,112,"square","striped","blue","circle","plain","red","cloud","plain","red","shape","circle","cloud","square",3,1,6,11,10,11,6,10
"560",29,"red",3,"VeryGood",323,112,212,"square","striped","green","cloud","plain","red","circle","plain","red","shape","circle","cloud","square",3,1,24,10,11,11,24,10
"561",30,"circle",2,"VeryGood",332,213,233,"square","dotted","red","circle","plain","green","circle","dotted","green","pattern","plain","striped","dotted",1,2,18,20,26,20,18,26
"562",30,"cloud",2,"Good",122,132,321,"cloud","striped","red","cloud","dotted","red","square","striped","blue","pattern","plain","striped","dotted",1,2,13,16,6,16,13,6
"563",30,"green",2,"Good",311,133,123,"square","plain","blue","cloud","dotted","green","cloud","striped","green","pattern","plain","striped","dotted",3,2,3,25,22,25,3,22
"564",30,"blue",3,"Bad",321,311,123,"square","striped","blue","square","plain","blue","cloud","striped","green","pattern","plain","striped","dotted",3,2,6,3,22,22,6,3
"565",30,"square",1,"Good",331,112,311,"square","dotted","blue","cloud","plain","red","square","plain","blue","pattern","plain","striped","dotted",1,2,9,10,3,9,10,3
"566",30,"red",3,"VeryGood",233,322,312,"circle","dotted","green","square","striped","red","square","plain","red","pattern","plain","striped","dotted",3,2,26,15,12,12,26,15
"567",30,"blue",1,"Bad",313,111,131,"square","plain","green","cloud","plain","blue","cloud","dotted","blue","pattern","plain","striped","dotted",3,2,21,1,7,21,1,7
"568",30,"square",1,"VeryGood",322,332,223,"square","striped","red","square","dotted","red","circle","striped","green","pattern","plain","striped","dotted",1,2,15,18,23,15,18,23
"569",30,"red",2,"VeryGood",113,312,322,"cloud","plain","green","square","plain","red","square","striped","red","pattern","plain","striped","dotted",3,2,19,12,15,12,19,15
"570",30,"green",1,"VeryGood",123,133,321,"cloud","striped","green","cloud","dotted","green","square","striped","blue","pattern","plain","striped","dotted",3,2,22,25,6,22,25,6
"571",30,"square",1,"VeryGood",312,133,332,"square","plain","red","cloud","dotted","green","square","dotted","red","pattern","plain","striped","dotted",1,2,12,25,18,12,25,18
"572",30,"cloud",3,"VeryGood",232,133,123,"circle","dotted","red","cloud","dotted","green","cloud","striped","green","pattern","plain","striped","dotted",1,2,17,25,22,22,17,25
"573",30,"square",1,"Good",331,132,311,"square","dotted","blue","cloud","dotted","red","square","plain","blue","pattern","plain","striped","dotted",1,2,9,16,3,9,16,3
"574",30,"circle",3,"VeryGood",233,322,213,"circle","dotted","green","square","striped","red","circle","plain","green","pattern","plain","striped","dotted",1,2,26,15,20,20,26,15
"575",30,"red",1,"VeryGood",212,232,123,"circle","plain","red","circle","dotted","red","cloud","striped","green","pattern","plain","striped","dotted",3,2,11,17,22,11,17,22
"576",30,"red",2,"VeryGood",321,222,232,"square","striped","blue","circle","striped","red","circle","dotted","red","pattern","plain","striped","dotted",3,2,6,14,17,14,6,17
"577",30,"red",2,"VeryGood",223,312,322,"circle","striped","green","square","plain","red","square","striped","red","pattern","plain","striped","dotted",3,2,23,12,15,12,23,15
"578",30,"cloud",1,"Good",123,321,113,"cloud","striped","green","square","striped","blue","cloud","plain","green","pattern","plain","striped","dotted",1,2,22,6,19,22,6,19
"579",30,"cloud",3,"Good",111,212,121,"cloud","plain","blue","circle","plain","red","cloud","striped","blue","pattern","plain","striped","dotted",1,2,1,11,4,4,1,11
"580",30,"red",1,"VeryGood",212,222,121,"circle","plain","red","circle","striped","red","cloud","striped","blue","pattern","plain","striped","dotted",3,2,11,14,4,11,14,4
"581",31,"dotted",1,"Good",333,123,331,"square","dotted","green","cloud","striped","green","square","dotted","blue","color","blue","green","red",1,3,27,22,9,27,22,9
"582",31,"dotted",3,"VeryGood",332,112,333,"square","dotted","red","cloud","plain","red","square","dotted","green","color","blue","green","red",1,3,18,10,27,27,18,10
"583",31,"square",1,"VeryGood",313,312,133,"square","plain","green","square","plain","red","cloud","dotted","green","color","blue","green","red",1,3,21,12,25,21,12,25
"584",31,"circle",2,"VeryGood",122,231,233,"cloud","striped","red","circle","dotted","blue","circle","dotted","green","color","blue","green","red",1,3,13,8,26,8,13,26
"585",31,"square",3,"Good",222,313,312,"circle","striped","red","square","plain","green","square","plain","red","color","blue","green","red",1,3,14,21,12,12,14,21
"586",31,"striped",3,"VeryGood",122,332,121,"cloud","striped","red","square","dotted","red","cloud","striped","blue","color","blue","green","red",2,3,13,18,4,4,13,18
"587",31,"plain",3,"VeryGood",113,232,111,"cloud","plain","green","circle","dotted","red","cloud","plain","blue","color","blue","green","red",1,3,19,17,1,1,19,17
"588",31,"dotted",1,"Good",233,231,112,"circle","dotted","green","circle","dotted","blue","cloud","plain","red","color","blue","green","red",1,3,26,8,10,26,8,10
"589",31,"dotted",1,"Good",332,221,333,"square","dotted","red","circle","striped","blue","square","dotted","green","color","blue","green","red",1,3,18,5,27,18,5,27
"590",31,"cloud",1,"Good",112,221,111,"cloud","plain","red","circle","striped","blue","cloud","plain","blue","color","blue","green","red",1,3,10,5,1,10,5,1
"591",31,"square",2,"Good",113,323,321,"cloud","plain","green","square","striped","green","square","striped","blue","color","blue","green","red",1,3,19,24,6,24,19,6
"592",31,"dotted",3,"VeryGood",333,212,331,"square","dotted","green","circle","plain","red","square","dotted","blue","color","blue","green","red",1,3,27,11,9,9,27,11
"593",31,"cloud",2,"Good",213,133,131,"circle","plain","green","cloud","dotted","green","cloud","dotted","blue","color","blue","green","red",1,3,20,25,7,25,20,7
"594",31,"striped",3,"VeryGood",212,323,321,"circle","plain","red","square","striped","green","square","striped","blue","color","blue","green","red",2,3,11,24,6,6,11,24
"595",31,"cloud",1,"VeryGood",121,122,212,"cloud","striped","blue","cloud","striped","red","circle","plain","red","color","blue","green","red",1,3,4,13,11,4,13,11
"596",31,"plain",3,"VeryGood",233,112,111,"circle","dotted","green","cloud","plain","red","cloud","plain","blue","color","blue","green","red",1,3,26,10,1,1,26,10
"597",31,"striped",3,"VeryGood",133,322,323,"cloud","dotted","green","square","striped","red","square","striped","green","color","blue","green","red",2,3,25,15,24,24,25,15
"598",31,"cloud",2,"VeryGood",311,131,132,"square","plain","blue","cloud","dotted","blue","cloud","dotted","red","color","blue","green","red",1,3,3,7,16,7,3,16
"599",31,"circle",3,"VeryGood",222,112,221,"circle","striped","red","cloud","plain","red","circle","striped","blue","color","blue","green","red",1,3,14,10,5,5,14,10
"600",31,"plain",2,"VeryGood",321,211,212,"square","striped","blue","circle","plain","blue","circle","plain","red","color","blue","green","red",1,3,6,2,11,2,6,11
"601",32,"circle",2,"Good",221,222,131,"circle","striped","blue","circle","striped","red","cloud","dotted","blue","color","blue","red","green",1,3,5,14,7,14,5,7
"602",32,"dotted",1,"VeryGood",231,323,232,"circle","dotted","blue","square","striped","green","circle","dotted","red","color","blue","red","green",1,3,8,24,17,8,24,17
"603",32,"striped",2,"VeryGood",212,321,322,"circle","plain","red","square","striped","blue","square","striped","red","color","blue","red","green",2,3,11,6,15,6,11,15
"604",32,"striped",1,"VeryGood",221,112,222,"circle","striped","blue","cloud","plain","red","circle","striped","red","color","blue","red","green",2,3,5,10,14,5,10,14
"605",32,"circle",2,"VeryGood",223,221,111,"circle","striped","green","circle","striped","blue","cloud","plain","blue","color","blue","red","green",1,3,23,5,1,5,23,1
"606",32,"cloud",3,"VeryGood",222,133,131,"circle","striped","red","cloud","dotted","green","cloud","dotted","blue","color","blue","red","green",1,3,14,25,7,7,14,25
"607",32,"plain",3,"VeryGood",312,123,311,"square","plain","red","cloud","striped","green","square","plain","blue","color","blue","red","green",1,3,12,22,3,3,12,22
"608",32,"circle",3,"Good",211,322,213,"circle","plain","blue","square","striped","red","circle","plain","green","color","blue","red","green",1,3,2,15,20,20,2,15
"609",32,"square",2,"VeryGood",133,321,322,"cloud","dotted","green","square","striped","blue","square","striped","red","color","blue","red","green",1,3,25,6,15,6,25,15
"610",32,"cloud",2,"Good",331,113,112,"square","dotted","blue","cloud","plain","green","cloud","plain","red","color","blue","red","green",1,3,9,19,10,19,9,10
"611",32,"plain",1,"VeryGood",211,331,213,"circle","plain","blue","square","dotted","blue","circle","plain","green","color","blue","red","green",1,3,2,9,20,2,9,20
"612",32,"plain",3,"VeryGood",232,312,311,"circle","dotted","red","square","plain","red","square","plain","blue","color","blue","red","green",1,3,17,12,3,3,17,12
"613",32,"square",1,"VeryGood",311,122,312,"square","plain","blue","cloud","striped","red","square","plain","red","color","blue","red","green",1,3,3,13,12,3,13,12
"614",32,"square",3,"VeryGood",121,313,312,"cloud","striped","blue","square","plain","green","square","plain","red","color","blue","red","green",1,3,4,21,12,12,4,21
"615",32,"striped",1,"VeryGood",322,232,323,"square","striped","red","circle","dotted","red","square","striped","green","color","blue","red","green",2,3,15,17,24,15,17,24
"616",32,"dotted",2,"VeryGood",133,132,212,"cloud","dotted","green","cloud","dotted","red","circle","plain","red","color","blue","red","green",1,3,25,16,11,16,25,11
"617",32,"circle",2,"VeryGood",233,231,122,"circle","dotted","green","circle","dotted","blue","cloud","striped","red","color","blue","red","green",1,3,26,8,13,8,26,13
"618",32,"plain",3,"VeryGood",221,312,311,"circle","striped","blue","square","plain","red","square","plain","blue","color","blue","red","green",1,3,5,12,3,3,5,12
"619",32,"cloud",2,"VeryGood",133,132,321,"cloud","dotted","green","cloud","dotted","red","square","striped","blue","color","blue","red","green",1,3,25,16,6,16,25,6
"620",32,"dotted",3,"VeryGood",313,233,231,"square","plain","green","circle","dotted","green","circle","dotted","blue","color","blue","red","green",1,3,21,26,8,8,21,26
"621",33,"circle",1,"VeryGood",213,332,211,"circle","plain","green","square","dotted","red","circle","plain","blue","color","green","blue","red",1,3,20,18,2,20,18,2
"622",33,"square",2,"Good",221,332,331,"circle","striped","blue","square","dotted","red","square","dotted","blue","color","green","blue","red",1,3,5,18,9,18,5,9
"623",33,"dotted",1,"VeryGood",331,111,332,"square","dotted","blue","cloud","plain","blue","square","dotted","red","color","green","blue","red",1,3,9,1,18,9,1,18
"624",33,"circle",3,"Good",213,132,211,"circle","plain","green","cloud","dotted","red","circle","plain","blue","color","green","blue","red",1,3,20,16,2,2,20,16
"625",33,"dotted",1,"VeryGood",133,323,132,"cloud","dotted","green","square","striped","green","cloud","dotted","red","color","green","blue","red",1,3,25,24,16,25,24,16
"626",33,"circle",2,"VeryGood",312,223,221,"square","plain","red","circle","striped","green","circle","striped","blue","color","green","blue","red",1,3,12,23,5,23,12,5
"627",33,"cloud",2,"VeryGood",121,123,331,"cloud","striped","blue","cloud","striped","green","square","dotted","blue","color","green","blue","red",1,3,4,22,9,22,4,9
"628",33,"square",3,"VeryGood",211,332,331,"circle","plain","blue","square","dotted","red","square","dotted","blue","color","green","blue","red",1,3,2,18,9,9,2,18
"629",33,"plain",1,"VeryGood",211,212,323,"circle","plain","blue","circle","plain","red","square","striped","green","color","green","blue","red",1,3,2,11,24,2,11,24
"630",33,"cloud",3,"VeryGood",132,312,133,"cloud","dotted","red","square","plain","red","cloud","dotted","green","color","green","blue","red",1,3,16,12,25,25,16,12
"631",33,"striped",2,"VeryGood",122,121,212,"cloud","striped","red","cloud","striped","blue","circle","plain","red","color","green","blue","red",2,3,13,4,11,4,13,11
"632",33,"striped",1,"VeryGood",123,211,121,"cloud","striped","green","circle","plain","blue","cloud","striped","blue","color","green","blue","red",2,3,22,2,4,22,2,4
"633",33,"striped",2,"VeryGood",111,323,321,"cloud","plain","blue","square","striped","green","square","striped","blue","color","green","blue","red",2,3,1,24,6,24,1,6
"634",33,"square",1,"VeryGood",323,112,322,"square","striped","green","cloud","plain","red","square","striped","red","color","green","blue","red",1,3,24,10,15,24,10,15
"635",33,"striped",1,"VeryGood",323,233,322,"square","striped","green","circle","dotted","green","square","striped","red","color","green","blue","red",2,3,24,26,15,24,26,15
"636",33,"plain",1,"VeryGood",111,112,332,"cloud","plain","blue","cloud","plain","red","square","dotted","red","color","green","blue","red",1,3,1,10,18,1,10,18
"637",33,"striped",3,"VeryGood",222,333,221,"circle","striped","red","square","dotted","green","circle","striped","blue","color","green","blue","red",2,3,14,27,5,5,14,27
"638",33,"striped",2,"VeryGood",322,323,232,"square","striped","red","square","striped","green","circle","dotted","red","color","green","blue","red",2,3,15,24,17,24,15,17
"639",33,"plain",1,"VeryGood",213,211,331,"circle","plain","green","circle","plain","blue","square","dotted","blue","color","green","blue","red",1,3,20,2,9,20,2,9
"640",33,"cloud",3,"VeryGood",112,223,113,"cloud","plain","red","circle","striped","green","cloud","plain","green","color","green","blue","red",1,3,10,23,19,19,10,23
"641",34,"square",2,"VeryGood",111,322,332,"cloud","plain","blue","square","striped","red","square","dotted","red","pattern","plain","striped","dotted",1,2,1,15,18,15,1,18
"642",34,"circle",1,"VeryGood",213,112,233,"circle","plain","green","cloud","plain","red","circle","dotted","green","pattern","plain","striped","dotted",1,2,20,10,26,20,10,26
"643",34,"blue",3,"VeryGood",223,131,111,"circle","striped","green","cloud","dotted","blue","cloud","plain","blue","pattern","plain","striped","dotted",3,2,23,7,1,1,23,7
"644",34,"circle",2,"Good",221,231,313,"circle","striped","blue","circle","dotted","blue","square","plain","green","pattern","plain","striped","dotted",1,2,5,8,21,8,5,21
"645",34,"green",2,"VeryGood",323,313,132,"square","striped","green","square","plain","green","cloud","dotted","red","pattern","plain","striped","dotted",3,2,24,21,16,21,24,16
"646",34,"square",2,"VeryGood",331,311,232,"square","dotted","blue","square","plain","blue","circle","dotted","red","pattern","plain","striped","dotted",1,2,9,3,17,3,9,17
"647",34,"green",3,"Good",231,113,133,"circle","dotted","blue","cloud","plain","green","cloud","dotted","green","pattern","plain","striped","dotted",3,2,8,19,25,25,8,19
"648",34,"blue",2,"VeryGood",332,121,131,"square","dotted","red","cloud","striped","blue","cloud","dotted","blue","pattern","plain","striped","dotted",3,2,18,4,7,4,18,7
"649",34,"cloud",2,"Good",113,123,211,"cloud","plain","green","cloud","striped","green","circle","plain","blue","pattern","plain","striped","dotted",1,2,19,22,2,22,19,2
"650",34,"blue",3,"VeryGood",321,232,311,"square","striped","blue","circle","dotted","red","square","plain","blue","pattern","plain","striped","dotted",3,2,6,17,3,3,6,17
"651",34,"square",2,"VeryGood",332,312,231,"square","dotted","red","square","plain","red","circle","dotted","blue","pattern","plain","striped","dotted",1,2,18,12,8,12,18,8
"652",34,"cloud",2,"Good",321,132,122,"square","striped","blue","cloud","dotted","red","cloud","striped","red","pattern","plain","striped","dotted",1,2,6,16,13,16,6,13
"653",34,"red",2,"VeryGood",222,212,111,"circle","striped","red","circle","plain","red","cloud","plain","blue","pattern","plain","striped","dotted",3,2,14,11,1,11,14,1
"654",34,"red",1,"VeryGood",222,232,321,"circle","striped","red","circle","dotted","red","square","striped","blue","pattern","plain","striped","dotted",3,2,14,17,6,14,17,6
"655",34,"blue",3,"Good",221,332,231,"circle","striped","blue","square","dotted","red","circle","dotted","blue","pattern","plain","striped","dotted",3,2,5,18,8,8,5,18
"656",34,"red",1,"VeryGood",122,132,223,"cloud","striped","red","cloud","dotted","red","circle","striped","green","pattern","plain","striped","dotted",3,2,13,16,23,13,16,23
"657",34,"blue",1,"VeryGood",121,131,212,"cloud","striped","blue","cloud","dotted","blue","circle","plain","red","pattern","plain","striped","dotted",3,2,4,7,11,4,7,11
"658",34,"green",2,"VeryGood",111,223,233,"cloud","plain","blue","circle","striped","green","circle","dotted","green","pattern","plain","striped","dotted",3,2,1,23,26,23,1,26
"659",34,"circle",1,"VeryGood",223,322,233,"circle","striped","green","square","striped","red","circle","dotted","green","pattern","plain","striped","dotted",1,2,23,15,26,23,15,26
"660",34,"green",1,"VeryGood",313,333,132,"square","plain","green","square","dotted","green","cloud","dotted","red","pattern","plain","striped","dotted",3,2,21,27,16,21,27,16
"661",35,"cloud",1,"VeryGood",133,123,332,"cloud","dotted","green","cloud","striped","green","square","dotted","red","pattern","dotted","plain","striped",1,2,25,22,18,25,22,18
"662",35,"square",3,"Good",213,332,322,"circle","plain","green","square","dotted","red","square","striped","red","pattern","dotted","plain","striped",1,2,20,18,15,15,20,18
"663",35,"blue",1,"VeryGood",311,321,222,"square","plain","blue","square","striped","blue","circle","striped","red","pattern","dotted","plain","striped",3,2,3,6,14,3,6,14
"664",35,"cloud",1,"Good",111,131,213,"cloud","plain","blue","cloud","dotted","blue","circle","plain","green","pattern","dotted","plain","striped",1,2,1,7,20,1,7,20
"665",35,"blue",3,"VeryGood",233,321,331,"circle","dotted","green","square","striped","blue","square","dotted","blue","pattern","dotted","plain","striped",3,2,26,6,9,9,26,6
"666",35,"circle",2,"VeryGood",111,233,223,"cloud","plain","blue","circle","dotted","green","circle","striped","green","pattern","dotted","plain","striped",1,2,1,26,23,26,1,23
"667",35,"cloud",2,"VeryGood",313,131,111,"square","plain","green","cloud","dotted","blue","cloud","plain","blue","pattern","dotted","plain","striped",1,2,21,7,1,7,21,1
"668",35,"square",3,"Good",331,212,311,"square","dotted","blue","circle","plain","red","square","plain","blue","pattern","dotted","plain","striped",1,2,9,11,3,3,9,11
"669",35,"circle",2,"VeryGood",322,231,221,"square","striped","red","circle","dotted","blue","circle","striped","blue","pattern","dotted","plain","striped",1,2,15,8,5,8,15,5
"670",35,"blue",2,"VeryGood",212,111,121,"circle","plain","red","cloud","plain","blue","cloud","striped","blue","pattern","dotted","plain","striped",3,2,11,1,4,1,11,4
"671",35,"square",1,"VeryGood",331,223,321,"square","dotted","blue","circle","striped","green","square","striped","blue","pattern","dotted","plain","striped",1,2,9,23,6,9,23,6
"672",35,"green",3,"VeryGood",121,223,233,"cloud","striped","blue","circle","striped","green","circle","dotted","green","pattern","dotted","plain","striped",3,2,4,23,26,26,4,23
"673",35,"circle",2,"VeryGood",212,232,111,"circle","plain","red","circle","dotted","red","cloud","plain","blue","pattern","dotted","plain","striped",1,2,11,17,1,17,11,1
"674",35,"square",1,"VeryGood",332,211,322,"square","dotted","red","circle","plain","blue","square","striped","red","pattern","dotted","plain","striped",1,2,18,2,15,18,2,15
"675",35,"cloud",2,"Good",212,123,113,"circle","plain","red","cloud","striped","green","cloud","plain","green","pattern","dotted","plain","striped",1,2,11,22,19,22,11,19
"676",35,"blue",3,"VeryGood",112,221,231,"cloud","plain","red","circle","striped","blue","circle","dotted","blue","pattern","dotted","plain","striped",3,2,10,5,8,8,10,5
"677",35,"cloud",2,"VeryGood",121,111,333,"cloud","striped","blue","cloud","plain","blue","square","dotted","green","pattern","dotted","plain","striped",1,2,4,1,27,1,4,27
"678",35,"red",3,"VeryGood",131,222,212,"cloud","dotted","blue","circle","striped","red","circle","plain","red","pattern","dotted","plain","striped",3,2,7,14,11,11,7,14
"679",35,"circle",2,"VeryGood",313,232,222,"square","plain","green","circle","dotted","red","circle","striped","red","pattern","dotted","plain","striped",1,2,21,17,14,17,21,14
"680",35,"green",1,"VeryGood",233,223,131,"circle","dotted","green","circle","striped","green","cloud","dotted","blue","pattern","dotted","plain","striped",3,2,26,23,7,26,23,7
"681",36,"green",1,"VeryGood",123,332,223,"cloud","striped","green","square","dotted","red","circle","striped","green","shape","cloud","square","circle",3,1,22,18,23,22,18,23
"682",36,"striped",3,"Good",121,233,221,"cloud","striped","blue","circle","dotted","green","circle","striped","blue","shape","cloud","square","circle",2,1,4,26,5,5,4,26
"683",36,"green",1,"Good",223,323,211,"circle","striped","green","square","striped","green","circle","plain","blue","shape","cloud","square","circle",3,1,23,24,2,23,24,2
"684",36,"green",3,"VeryGood",233,321,133,"circle","dotted","green","square","striped","blue","cloud","dotted","green","shape","cloud","square","circle",3,1,26,6,25,25,26,6
"685",36,"dotted",3,"Good",332,121,232,"square","dotted","red","cloud","striped","blue","circle","dotted","red","shape","cloud","square","circle",1,1,18,4,17,17,18,4
"686",36,"red",3,"Good",323,112,212,"square","striped","green","cloud","plain","red","circle","plain","red","shape","cloud","square","circle",3,1,24,10,11,11,24,10
"687",36,"red",3,"Good",322,233,222,"square","striped","red","circle","dotted","green","circle","striped","red","shape","cloud","square","circle",3,1,15,26,14,14,15,26
"688",36,"blue",2,"VeryGood",333,321,221,"square","dotted","green","square","striped","blue","circle","striped","blue","shape","cloud","square","circle",3,1,27,6,5,6,27,5
"689",36,"plain",3,"VeryGood",211,333,111,"circle","plain","blue","square","dotted","green","cloud","plain","blue","shape","cloud","square","circle",1,1,2,27,1,1,2,27
"690",36,"green",2,"Good",313,213,132,"square","plain","green","circle","plain","green","cloud","dotted","red","shape","cloud","square","circle",3,1,21,20,16,20,21,16
"691",36,"striped",1,"Good",321,121,333,"square","striped","blue","cloud","striped","blue","square","dotted","green","shape","cloud","square","circle",2,1,6,4,27,6,4,27
"692",36,"blue",2,"Good",111,311,322,"cloud","plain","blue","square","plain","blue","square","striped","red","shape","cloud","square","circle",3,1,1,3,15,3,1,15
"693",36,"green",2,"VeryGood",223,123,111,"circle","striped","green","cloud","striped","green","cloud","plain","blue","shape","cloud","square","circle",3,1,23,22,1,22,23,1
"694",36,"plain",3,"VeryGood",312,233,112,"square","plain","red","circle","dotted","green","cloud","plain","red","shape","cloud","square","circle",1,1,12,26,10,10,12,26
"695",36,"blue",2,"Good",312,231,131,"square","plain","red","circle","dotted","blue","cloud","dotted","blue","shape","cloud","square","circle",3,1,12,8,7,8,12,7
"696",36,"red",2,"Good",213,222,122,"circle","plain","green","circle","striped","red","cloud","striped","red","shape","cloud","square","circle",3,1,20,14,13,14,20,13
"697",36,"plain",2,"VeryGood",213,113,232,"circle","plain","green","cloud","plain","green","circle","dotted","red","shape","cloud","square","circle",1,1,20,19,17,19,20,17
"698",36,"dotted",3,"Good",132,113,332,"cloud","dotted","red","cloud","plain","green","square","dotted","red","shape","cloud","square","circle",1,1,16,19,18,18,16,19
"699",36,"plain",3,"VeryGood",323,312,112,"square","striped","green","square","plain","red","cloud","plain","red","shape","cloud","square","circle",1,1,24,12,10,10,24,12
"700",36,"dotted",1,"Good",231,313,131,"circle","dotted","blue","square","plain","green","cloud","dotted","blue","shape","cloud","square","circle",1,1,8,21,7,8,21,7
"701",37,"plain",1,"Good",311,211,323,"square","plain","blue","circle","plain","blue","square","striped","green","shape","circle","square","cloud",1,1,3,2,24,3,2,24
