"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"40","0.277","0.057","0.277","0.057","0.057","0.277","-1","-1","-1","22b2b","111","312","331","1","12","9"
"41","0.101","0.021","0.74","0.017","0.101","0.021","-1","-1","-1","22a2b","211","312","322","2","12","15"
"42","0.808","0.085","0.011","0.085","0.011","-1","-1","-1","-1","322b","123","323","333","22","24","27"
"43","0.015","0.019","0.019","0.455","0.019","0.455","0.019","-1","-1","22b1","321","222","131","6","14","7"
"44","0.965","0.004","0.003","0.003","0.004","0.021","-1","-1","-1","321","113","223","233","19","23","26"
"45","0.992","0.001","0.001","0.001","0.001","0.001","0.001","-1","-1","311","231","222","213","8","14","20"
"46","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","322","233","1","15","26"
"47","0.326","0.008","0.326","0.008","0.008","0.326","-1","-1","-1","22b2b","111","212","231","1","11","8"
"48","0.31","0.086","0.31","0.086","0.06","0.06","0.086","-1","-1","22a1","321","212","213","6","11","20"
"49","0.039","0.039","0.046","0.039","0.039","0.046","0.708","0.046","-1","211","121","212","332","4","11","18"
"50","0.491","0.491","0.006","0.006","0.006","-1","-1","-1","-1","331","113","123","133","19","22","25"
"51","0.457","0.457","0.028","0.028","0.028","-1","-1","-1","-1","331","331","332","333","9","18","27"
"52","0.084","0.084","0.12","0.236","0.12","0.236","0.12","-1","-1","22a1","211","122","322","2","13","15"
"53","0.305","0.029","0.305","0.029","0.029","0.305","-1","-1","-1","22b2b","121","112","322","4","10","15"
"54","0.452","0.086","0.073","0.073","0.086","0.073","0.073","0.086","-1","211","331","112","123","9","10","22"
"55","0.62","0.148","0.042","0.148","0.042","-1","-1","-1","-1","322b","131","132","332","7","16","18"
"56","0.912","0.015","0.015","0.015","0.015","0.015","0.015","-1","-1","311","231","222","213","8","14","20"
"57","0.83","0.022","0.022","0.027","0.072","0.027","-1","-1","-1","321","121","221","323","4","5","24"
"58","0.535","0.05","0.146","0.061","0.146","0.061","-1","-1","-1","22a2b","111","123","223","1","22","23"
"59","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","212","123","9","11","22"
"60","0.043","0.052","0.052","0.374","0.052","0.374","0.052","-1","-1","22b1","211","113","333","2","19","27"
"61","0.181","0.128","0.109","0.109","0.128","0.109","0.109","0.128","-1","211","131","122","213","7","13","20"
"62","0.345","0.109","0.109","0.109","0.109","0.109","0.109","-1","-1","311","112","322","232","10","15","17"
"63","0.331","0.114","0.114","0.141","0.159","0.141","-1","-1","-1","321","212","312","113","11","12","19"
"64","0.102","0.124","0.124","0.201","0.124","0.201","0.124","-1","-1","22b1","221","331","132","5","9","16"
"65","0.295","0.295","0.136","0.136","0.136","-1","-1","-1","-1","331","111","121","131","1","4","7"
"66","0.303","0.197","0.152","0.197","0.152","-1","-1","-1","-1","322b","121","131","133","4","7","25"
"67","0.149","0.16","0.149","0.16","0.112","0.112","0.16","-1","-1","22a1","131","132","213","7","16","20"
"68","0.22","0.114","0.22","0.114","0.114","0.22","-1","-1","-1","22b2b","332","313","133","18","21","25"
"69","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","322","233","1","15","26"
"70","0.158","0.155","0.158","0.155","0.246","0.127","-1","-1","-1","22a2b","111","113","323","1","19","24"
"71","0.039","0.209","0.039","0.209","0.147","0.147","0.209","-1","-1","22a1","321","322","233","6","15","26"
"72","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","132","323","2","16","24"
"73","0.001","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","311","221","322","123","5","15","22"
"74","0.166","0.202","0.202","0.013","0.202","0.013","0.202","-1","-1","22b1","211","113","333","2","19","27"
"75","0.015","0.318","0.015","0.318","0.318","0.015","-1","-1","-1","22b2b","121","132","222","4","16","14"
"76","0.131","0.131","0.154","0.131","0.131","0.154","0.013","0.154","-1","211","311","231","123","3","8","22"
"77","0.013","0.258","0.051","0.314","0.051","0.314","-1","-1","-1","22a2b","332","313","113","18","21","19"
"78","0.002","0.262","0.213","0.213","0.262","0.047","-1","-1","-1","321","113","323","333","19","24","27"
"79","0.009","0.009","0.327","0.327","0.327","-1","-1","-1","-1","331","111","121","131","1","4","7"
"80","0.011","0.065","0.43","0.065","0.43","-1","-1","-1","-1","322b","121","131","231","4","7","8"
"81","0.225","0.109","0.225","0.109","0.109","0.225","-1","-1","-1","22b2b","111","132","231","1","16","8"
"82","0.1","0.121","0.121","0.208","0.121","0.208","0.121","-1","-1","22b1","211","113","333","2","19","27"
"83","0.152","0.158","0.152","0.158","0.111","0.111","0.158","-1","-1","22a1","131","133","222","7","25","14"
"84","0.353","0.158","0.135","0.11","0.11","0.135","-1","-1","-1","321","331","332","133","9","18","25"
"85","0.257","0.124","0.159","0.15","0.159","0.15","-1","-1","-1","22a2b","221","321","313","5","6","21"
"86","0.374","0.104","0.104","0.104","0.104","0.104","0.104","-1","-1","311","331","322","313","9","15","21"
"87","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","112","223","9","10","23"
"88","0.305","0.305","0.13","0.13","0.13","-1","-1","-1","-1","331","121","122","123","4","13","22"
"89","0.189","0.127","0.108","0.108","0.127","0.108","0.108","0.127","-1","211","231","112","123","8","10","22"
"90","0.315","0.197","0.145","0.197","0.145","-1","-1","-1","-1","322b","123","323","333","22","24","27"
"91","0.305","0.028","0.305","0.028","0.028","0.305","-1","-1","-1","22b2b","211","113","131","2","19","7"
"92","0.625","0.147","0.041","0.147","0.041","-1","-1","-1","-1","322b","111","211","231","1","2","8"
"93","0.836","0.026","0.07","0.026","0.021","0.021","-1","-1","-1","321","311","212","213","3","11","20"
"94","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","312","233","4","12","26"
"95","0.145","0.06","0.145","0.06","0.541","0.049","-1","-1","-1","22a2b","221","222","332","5","14","18"
"96","0.459","0.459","0.028","0.028","0.028","-1","-1","-1","-1","331","111","112","113","1","10","19"
"97","0.458","0.085","0.072","0.072","0.085","0.072","0.072","0.085","-1","211","331","312","223","9","12","23"
"98","0.917","0.014","0.014","0.014","0.014","0.014","0.014","-1","-1","311","221","232","213","5","17","20"
"99","0.084","0.084","0.119","0.237","0.119","0.237","0.119","-1","-1","22a1","111","232","332","1","17","18"
"100","0.377","0.051","0.377","0.051","0.042","0.051","0.051","-1","-1","22b1","111","133","212","1","25","11"
"101","0.114","0.114","0.134","0.143","0.134","0.114","0.114","0.134","-1","211","211","132","333","2","16","27"
"102","0.191","0.142","0.191","0.142","0.142","0.191","-1","-1","-1","22b2b","121","132","331","4","16","9"
"103","0.151","0.177","0.197","0.146","0.151","0.177","-1","-1","-1","22a2b","211","231","332","2","8","18"
"104","0.117","0.117","0.167","0.133","0.167","0.133","0.167","-1","-1","22a1","111","222","322","1","14","15"
"105","0.242","0.194","0.185","0.194","0.185","-1","-1","-1","-1","322b","111","131","211","1","7","2"
"106","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","132","223","3","16","23"
"107","0.243","0.243","0.171","0.171","0.171","-1","-1","-1","-1","331","311","312","313","3","12","21"
"108","0.231","0.168","0.159","0.168","0.137","0.137","-1","-1","-1","321","312","132","232","12","16","17"
"109","0.219","0.13","0.13","0.13","0.13","0.13","0.13","-1","-1","311","211","112","313","2","10","21"
"110","0.164","0.139","0.115","0.139","0.139","0.164","0.139","-1","-1","22b1","231","223","313","8","23","21"
"111","0.101","0.158","0.291","0.158","0.291","-1","-1","-1","-1","322b","311","331","332","3","9","18"
"112","0.117","0.241","0.086","0.198","0.117","0.241","-1","-1","-1","22a2b","212","232","133","11","17","25"
"113","0.1","0.1","0.266","0.266","0.266","-1","-1","-1","-1","331","132","232","332","16","17","18"
"114","0.091","0.186","0.13","0.13","0.186","0.091","0.186","-1","-1","22a1","211","231","122","2","8","13"
"115","0.057","0.227","0.122","0.227","0.184","0.184","-1","-1","-1","321","121","132","133","4","16","25"
"116","0.101","0.232","0.101","0.232","0.232","0.101","-1","-1","-1","22b2b","211","112","131","2","10","7"
"117","0.077","0.175","0.077","0.175","0.144","0.175","0.175","-1","-1","22b1","221","233","122","5","26","13"
"118","0.038","0.16","0.16","0.16","0.16","0.16","0.16","-1","-1","311","111","212","313","1","11","21"
"119","0.124","0.124","0.146","0.065","0.146","0.124","0.124","0.146","-1","211","111","312","233","1","12","26"
"120","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","112","223","9","10","23"
"121","0.273","0.121","0.121","0.121","0.121","0.121","0.121","-1","-1","311","211","321","131","2","6","7"
"122","0.205","0.129","0.205","0.129","0.129","0.205","-1","-1","-1","22b2b","311","212","221","3","11","5"
"123","0.14","0.164","0.115","0.115","0.164","0.14","0.164","-1","-1","22a1","221","231","312","5","8","12"
"124","0.267","0.267","0.155","0.155","0.155","-1","-1","-1","-1","331","231","232","233","8","17","26"
"125","0.112","0.112","0.131","0.112","0.112","0.131","0.16","0.131","-1","211","122","313","233","13","21","26"
"126","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","322","233","1","15","26"
"127","0.269","0.196","0.169","0.196","0.169","-1","-1","-1","-1","322b","211","212","222","2","11","14"
"128","0.155","0.167","0.155","0.167","0.219","0.138","-1","-1","-1","22a2b","221","222","331","5","14","9"
"129","0.109","0.132","0.132","0.181","0.132","0.181","0.132","-1","-1","22b1","222","323","133","14","24","25"
"130","0.274","0.16","0.156","0.127","0.127","0.156","-1","-1","-1","321","131","133","332","7","25","18"
"131","0.741","0.11","0.019","0.11","0.019","-1","-1","-1","-1","322b","122","322","332","13","15","18"
"132","0.32","0.013","0.32","0.013","0.013","0.32","-1","-1","-1","22b2b","321","313","223","6","21","23"
"133","0.121","0.034","0.663","0.028","0.121","0.034","-1","-1","-1","22a2b","211","221","113","2","5","19"
"134","0.28","0.1","0.28","0.1","0.07","0.07","0.1","-1","-1","22a1","331","332","123","9","18","22"
"135","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","222","313","7","14","21"
"136","0.052","0.052","0.061","0.607","0.061","0.052","0.052","0.061","-1","211","211","332","133","2","18","25"
"137","0.483","0.483","0.012","0.012","0.012","-1","-1","-1","-1","331","113","213","313","19","20","21"
"138","0.931","0.009","0.036","0.009","0.007","0.007","-1","-1","-1","321","211","222","223","2","14","23"
"139","0.977","0.004","0.004","0.004","0.004","0.004","0.004","-1","-1","311","113","323","233","19","24","26"
"140","0.024","0.03","0.03","0.429","0.03","0.429","0.03","-1","-1","22b1","111","313","223","1","21","23"
"141","0.313","0.021","0.313","0.021","0.021","0.313","-1","-1","-1","22b2b","112","133","213","10","25","20"
"142","0.884","0.054","0.017","0.014","0.014","0.017","-1","-1","-1","321","131","133","332","7","25","18"
"143","0.675","0.132","0.03","0.132","0.03","-1","-1","-1","-1","322b","222","232","332","14","17","18"
"144","0.034","0.041","0.041","0.4","0.041","0.4","0.041","-1","-1","22b1","221","331","132","5","9","16"
"145","0.471","0.471","0.02","0.02","0.02","-1","-1","-1","-1","331","123","223","323","22","23","24"
"146","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","332","123","2","18","22"
"147","0.95","0.008","0.008","0.008","0.008","0.008","0.008","-1","-1","311","313","123","233","21","22","26"
"148","0.255","0.112","0.255","0.112","0.078","0.078","0.112","-1","-1","22a1","131","132","213","7","16","20"
"149","0.593","0.039","0.136","0.048","0.136","0.048","-1","-1","-1","22a2b","131","122","322","7","13","15"
"150","0.064","0.064","0.075","0.519","0.075","0.064","0.064","0.075","-1","211","211","332","133","2","18","25"
"151","0.023","0.028","0.028","0.431","0.028","0.431","0.028","-1","-1","22b1","211","121","323","2","4","24"
"152","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","312","223","7","12","23"
"153","0.051","0.051","0.06","0.051","0.051","0.06","0.616","0.06","-1","211","222","313","133","14","21","25"
"154","0.484","0.484","0.011","0.011","0.011","-1","-1","-1","-1","331","221","222","223","5","14","23"
"155","0.282","0.099","0.069","0.069","0.099","0.282","0.099","-1","-1","22a1","211","231","122","2","8","13"
"156","0.979","0.003","0.003","0.003","0.003","0.003","0.003","-1","-1","311","221","322","123","5","15","22"
"157","0.67","0.027","0.119","0.032","0.119","0.032","-1","-1","-1","22a2b","221","232","332","5","17","18"
"158","0.935","0.007","0.007","0.008","0.034","0.008","-1","-1","-1","321","211","311","113","2","3","19"
"159","0.747","0.108","0.018","0.108","0.018","-1","-1","-1","-1","322b","321","323","123","6","24","22"
"160","0.321","0.013","0.321","0.013","0.013","0.321","-1","-1","-1","22b2b","112","213","232","10","20","17"
"161","0.151","0.177","0.151","0.177","0.197","0.146","-1","-1","-1","22a2b","221","222","332","5","14","18"
"162","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","212","333","4","11","27"
"163","0.244","0.244","0.171","0.171","0.171","-1","-1","-1","-1","331","231","232","233","8","17","26"
"164","0.144","0.134","0.114","0.114","0.134","0.114","0.114","0.134","-1","211","311","322","133","3","15","25"
"165","0.133","0.167","0.133","0.167","0.117","0.117","0.167","-1","-1","22a1","311","132","133","3","16","25"
"166","0.114","0.139","0.139","0.165","0.139","0.165","0.139","-1","-1","22b1","211","113","333","2","19","27"
"167","0.232","0.159","0.168","0.137","0.137","0.168","-1","-1","-1","321","231","233","332","8","26","18"
"168","0.22","0.13","0.13","0.13","0.13","0.13","0.13","-1","-1","311","211","222","233","2","14","26"
"169","0.242","0.195","0.184","0.195","0.184","-1","-1","-1","-1","322b","121","221","223","4","5","23"
"170","0.192","0.142","0.192","0.142","0.142","0.192","-1","-1","-1","22b2b","211","113","131","2","19","7"
"171","0.023","0.163","0.163","0.163","0.163","0.163","0.163","-1","-1","311","311","121","231","3","4","8"
"172","0.107","0.254","0.068","0.209","0.107","0.254","-1","-1","-1","22a2b","211","312","322","2","12","15"
"173","0.079","0.145","0.316","0.145","0.316","-1","-1","-1","-1","322b","222","223","323","14","23","24"
"174","0.062","0.181","0.062","0.181","0.149","0.181","0.181","-1","-1","22b1","121","223","212","4","23","11"
"175","0.076","0.076","0.283","0.283","0.283","-1","-1","-1","-1","331","112","212","312","10","11","12"
"176","0.038","0.109","0.235","0.191","0.191","0.235","-1","-1","-1","321","311","313","322","3","21","15"
"177","0.082","0.251","0.082","0.251","0.251","0.082","-1","-1","-1","22b2b","211","222","312","2","14","12"
"178","0.082","0.19","0.082","0.19","0.133","0.133","0.19","-1","-1","22a1","121","232","233","4","17","26"
"179","0.126","0.126","0.148","0.126","0.126","0.148","0.053","0.148","-1","211","311","231","123","3","8","22"
"180","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","112","333","5","10","27"
"181","0.196","0.134","0.134","0.134","0.134","0.134","0.134","-1","-1","311","231","212","223","8","11","23"
"182","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","332","113","5","18","19"
"183","0.157","0.142","0.117","0.142","0.142","0.157","0.142","-1","-1","22b1","231","223","313","8","23","21"
"184","0.185","0.149","0.185","0.149","0.149","0.185","-1","-1","-1","22b2b","111","132","231","1","16","8"
"185","0.229","0.193","0.192","0.193","0.192","-1","-1","-1","-1","322b","211","213","221","2","20","5"
"186","0.149","0.182","0.149","0.182","0.187","0.15","-1","-1","-1","22a2b","122","123","332","13","22","18"
"187","0.115","0.115","0.135","0.115","0.115","0.135","0.136","0.135","-1","211","212","322","133","11","15","25"
"188","0.13","0.168","0.13","0.168","0.118","0.118","0.168","-1","-1","22a1","121","123","312","4","22","12"
"189","0.212","0.158","0.174","0.141","0.141","0.174","-1","-1","-1","321","211","311","131","2","3","7"
"190","0.231","0.231","0.179","0.179","0.179","-1","-1","-1","-1","331","112","212","312","10","11","12"
"191","0.055","0.278","0.055","0.278","0.278","0.055","-1","-1","-1","22b2b","332","313","133","18","21","25"
"192","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","132","323","2","16","24"
"193","0.037","0.15","0.128","0.128","0.15","0.128","0.128","0.15","-1","211","131","122","213","7","13","20"
"194","0.049","0.122","0.354","0.122","0.354","-1","-1","-1","-1","322b","111","131","211","1","7","2"
"195","0.09","0.274","0.09","0.274","0.045","0.226","-1","-1","-1","22a2b","112","113","323","10","19","24"
"196","0.046","0.046","0.303","0.303","0.303","-1","-1","-1","-1","331","311","312","313","3","12","21"
"197","0.019","0.2","0.2","0.246","0.089","0.246","-1","-1","-1","321","311","321","333","3","6","27"
"198","0.01","0.165","0.165","0.165","0.165","0.165","0.165","-1","-1","311","111","221","331","1","5","9"
"199","0.156","0.19","0.19","0.042","0.19","0.042","0.19","-1","-1","22b1","212","132","333","11","16","27"
"200","0.068","0.196","0.137","0.137","0.196","0.068","0.196","-1","-1","22a1","211","231","122","2","8","13"
"201","0.17","0.163","0.17","0.163","0.163","0.17","-1","-1","-1","22b2b","121","132","331","4","16","9"
"202","0.152","0.141","0.141","0.141","0.141","0.141","0.141","-1","-1","311","113","223","333","19","23","27"
"203","0.123","0.149","0.149","0.141","0.149","0.141","0.149","-1","-1","22b1","322","123","213","15","22","20"
"204","0.122","0.172","0.12","0.12","0.172","0.122","0.172","-1","-1","22a1","231","113","123","8","19","22"
"205","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","312","223","7","12","23"
"206","0.145","0.193","0.165","0.159","0.145","0.193","-1","-1","-1","22a2b","312","332","113","12","18","19"
"207","0.173","0.186","0.151","0.151","0.186","0.154","-1","-1","-1","321","212","113","313","11","19","21"
"208","0.206","0.206","0.196","0.196","0.196","-1","-1","-1","-1","331","321","322","323","6","15","24"
"209","0.12","0.137","0.117","0.117","0.137","0.117","0.117","0.137","-1","211","321","312","233","6","12","26"
"210","0.202","0.189","0.209","0.189","0.209","-1","-1","-1","-1","322b","112","113","312","10","19","12"
"211","0.428","0.03","0.428","0.03","0.025","0.03","0.03","-1","-1","22b1","231","213","312","8","20","12"
"212","0.32","0.014","0.32","0.014","0.014","0.32","-1","-1","-1","22b2b","112","313","322","10","21","15"
"213","0.07","0.07","0.1","0.279","0.1","0.279","0.1","-1","-1","22a1","121","221","312","4","5","12"
"214","0.931","0.036","0.009","0.007","0.007","0.009","-1","-1","-1","321","121","123","222","4","22","14"
"215","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","322","233","1","15","26"
"216","0.739","0.111","0.02","0.111","0.02","-1","-1","-1","-1","322b","321","323","123","6","24","22"
"217","0.482","0.482","0.012","0.012","0.012","-1","-1","-1","-1","331","123","223","323","22","23","24"
"218","0.121","0.034","0.661","0.028","0.121","0.034","-1","-1","-1","22a2b","332","233","213","18","26","20"
"219","0.053","0.053","0.062","0.604","0.062","0.053","0.053","0.062","-1","211","331","133","222","9","25","14"
"220","0.977","0.004","0.004","0.004","0.004","0.004","0.004","-1","-1","311","221","212","233","5","11","26"
"221","0.887","0.019","0.019","0.019","0.019","0.019","0.019","-1","-1","311","231","132","333","8","16","27"
"222","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","122","333","2","13","27"
"223","0.798","0.081","0.033","0.027","0.027","0.033","-1","-1","-1","321","213","313","133","20","21","25"
"224","0.3","0.033","0.3","0.033","0.033","0.3","-1","-1","-1","22b2b","211","112","131","2","10","7"
"225","0.449","0.449","0.034","0.034","0.034","-1","-1","-1","-1","331","112","122","132","10","13","16"
"226","0.36","0.058","0.36","0.058","0.048","0.058","0.058","-1","-1","22b1","121","223","212","4","23","11"
"227","0.087","0.087","0.124","0.227","0.124","0.227","0.124","-1","-1","22a1","212","123","323","11","22","24"
"228","0.077","0.077","0.09","0.077","0.077","0.09","0.421","0.09","-1","211","111","323","233","1","24","26"
"229","0.591","0.156","0.049","0.156","0.049","-1","-1","-1","-1","322b","321","323","123","6","24","22"
"230","0.15","0.068","0.15","0.068","0.507","0.056","-1","-1","-1","22a2b","222","223","132","14","23","16"
"231","0.259","0.16","0.16","0.13","0.13","0.16","-1","-1","-1","321","121","123","222","4","22","14"
"232","0.138","0.165","0.138","0.165","0.115","0.115","0.165","-1","-1","22a1","211","122","123","2","13","22"
"233","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","231","312","123","8","12","22"
"234","0.2","0.133","0.2","0.133","0.133","0.2","-1","-1","-1","22b2b","112","313","322","10","21","15"
"235","0.111","0.135","0.135","0.175","0.135","0.175","0.135","-1","-1","22b1","211","321","123","2","6","22"
"236","0.253","0.124","0.124","0.124","0.124","0.124","0.124","-1","-1","311","211","312","113","2","12","19"
"237","0.259","0.196","0.174","0.196","0.174","-1","-1","-1","-1","322b","222","232","332","14","17","18"
"238","0.211","0.14","0.154","0.171","0.154","0.171","-1","-1","-1","22a2b","221","232","332","5","17","18"
"239","0.259","0.259","0.161","0.161","0.161","-1","-1","-1","-1","331","231","232","233","8","17","26"
"240","0.112","0.112","0.132","0.112","0.112","0.132","0.154","0.132","-1","211","111","323","233","1","24","26"
"241","0.209","0.209","0.194","0.194","0.194","-1","-1","-1","-1","331","112","122","132","10","13","16"
"242","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","212","123","9","11","22"
"243","0.123","0.171","0.123","0.171","0.12","0.12","0.171","-1","-1","22a1","221","112","113","5","10","19"
"244","0.117","0.117","0.137","0.122","0.137","0.117","0.117","0.137","-1","211","311","122","223","3","13","23"
"245","0.177","0.184","0.15","0.15","0.184","0.154","-1","-1","-1","321","321","313","333","6","21","27"
"246","0.122","0.148","0.148","0.142","0.148","0.142","0.148","-1","-1","22b1","321","231","133","6","8","25"
"247","0.205","0.19","0.207","0.19","0.207","-1","-1","-1","-1","322b","112","212","232","10","11","17"
"248","0.156","0.141","0.141","0.141","0.141","0.141","0.141","-1","-1","311","111","212","313","1","11","21"
"249","0.172","0.162","0.172","0.162","0.162","0.172","-1","-1","-1","22b2b","331","313","133","9","21","25"
"250","0.145","0.192","0.145","0.192","0.168","0.158","-1","-1","-1","22a2b","311","313","131","3","21","7"
"251","0.032","0.039","0.039","0.407","0.039","0.407","0.039","-1","-1","22b1","211","312","122","2","12","13"
"252","0.474","0.474","0.017","0.017","0.017","-1","-1","-1","-1","331","231","232","233","8","17","26"
"253","0.314","0.019","0.314","0.019","0.019","0.314","-1","-1","-1","22b2b","322","123","132","15","22","16"
"254","0.69","0.127","0.028","0.127","0.028","-1","-1","-1","-1","322b","111","112","312","1","10","12"
"255","0.076","0.076","0.109","0.26","0.109","0.26","0.109","-1","-1","22a1","222","322","133","14","15","25"
"256","0.061","0.061","0.072","0.538","0.072","0.061","0.061","0.072","-1","211","321","232","133","6","17","25"
"257","0.896","0.012","0.012","0.015","0.05","0.015","-1","-1","-1","321","212","222","332","11","14","18"
"258","0.133","0.044","0.609","0.037","0.133","0.044","-1","-1","-1","22a2b","331","133","113","9","25","19"
"259","0.958","0.007","0.007","0.007","0.007","0.007","0.007","-1","-1","311","112","322","232","10","15","17"
"260","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","232","323","1","17","24"
"261","0.149","0.183","0.185","0.151","0.149","0.183","-1","-1","-1","22a2b","331","232","212","9","17","11"
"262","0.209","0.175","0.142","0.142","0.175","0.157","-1","-1","-1","321","222","123","323","14","22","24"
"263","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","321","212","133","6","11","25"
