"","workerid","uniform","default_param_iter","default_param_indep","iterative","independent","iterative_better","v8"
"38",39,21.0062649614938,21.9924609115894,21.1607262876026,21.3344755710066,20.4792014811164,0,0
"39",40,21.0708034826314,21.7254988650864,21.546331288603,21.3805937337657,21.1022254805917,0,0
"40",42,21.3584855550832,21.0220746305967,19.8401055126611,16.8200551744159,15.4721210552961,0,0
"41",43,21.1761639982892,20.8081862405108,18.8689902811559,13.9212473703483,9.10806037581812,0,0
"42",44,23.0087454620375,20.9514537387723,20.0836100164811,11.6541148389088,10.3313155341355,0,0
"43",45,20.9121984524547,18.7266119479627,20.1126179651675,18.0342701858721,20.0578642285779,1,0
"44",46,21.0470869560141,22.4263401390659,22.3114216548372,21.3776302751988,21.2445419978523,0,0
"45",48,21.135342003769,20.2978852601187,21.8663400604543,18.3075017054259,19.6569328357337,1,0
"46",49,21.4762685907395,18.8144301679213,19.2194581396522,11.2953579602228,11.1261002631452,0,0
"47",50,21.8284891843289,19.4559087841786,19.0618470719608,14.5104295293941,10.8973398379776,0,0
"48",51,22.1569932513009,21.4421287315343,21.4376376455564,21.3300411534819,21.4334750427664,1,0
"49",52,22.0516327356431,19.0655653075018,19.3901685433348,11.3651130338624,9.93464061058384,0,0
"50",53,21.7639506631913,19.5280834881739,19.2238062733366,11.981612091291,9.76066448916278,0,0
"51",54,22.5624583594091,20.6606397031224,20.9429620582045,17.1625732612533,17.1122095069726,0,0
"52",55,21.8284891843289,19.2153392971557,19.0840633177503,11.3240506365729,8.40254469811536,0,0
"53",56,20.6777608945218,18.495471157568,18.3316983823275,14.8482470080364,11.4617924604494,0,0
"54",57,20.442194823209,19.6476665818937,20.7630042379784,19.6433371056219,20.7629734476346,1,0
"55",58,21.8284891843289,20.2286906804351,21.3255017864631,20.032631592303,21.1158649242879,1,0
"56",59,21.8047726577116,21.3508340304004,19.2461761950617,12.1451208516939,8.58303187334973,0,0
"57",60,22.1569932513009,21.6632280286611,20.0889075688149,19.1926291609267,15.3346716207222,0,0
"58",61,21.1998805249065,20.1295083112019,18.9236901896255,16.7518011108868,12.9367091179932,0,0
"59",62,22.0279162090258,19.7995005951706,20.0388200185415,15.34966415557,15.4400289779392,1,0
"60",63,21.6994121420538,20.1611781157099,19.3085286237611,14.692343974362,11.51300059502,0,0
"61",64,22.0516327356431,21.7948310138182,20.2826509602275,15.2874312610614,11.5848321019844,0,0
"62",65,20.4954393377278,21.3663618404325,20.2082865421562,21.2241773870898,20.1815743165892,0,0
"63",66,21.2531250394253,20.6612263488727,20.6565352558721,20.5871301651256,20.6235311537737,1,0
"64",67,21.0708034826314,19.7914579796612,20.1982400404263,19.6910200826705,20.0727963592205,1,0
"65",68,19.2382220188831,18.5064131791288,17.027263362707,14.3344874686387,11.0286329808266,0,0
"66",69,21.9870942145055,21.2354305780049,19.4425512422649,12.5342295177081,9.03452870429807,0,0
"67",70,22.2102377658197,20.8826476980584,20.184632629099,14.4576501195331,12.198756363578,0,0
"68",71,20.4954393377278,19.3232005902287,20.3099531082432,19.05605485678,19.7336786860121,1,0
"69",72,20.8884819258374,20.3430938888596,19.048672035509,16.6428055807517,12.8967443657207,0,0
"70",73,19.43764904358,19.0848911338705,19.1254964432566,19.0161854920172,18.9571326716659,0,0
"71",74,22.2102377658197,23.9551843923757,23.3375296627243,20.5270152498013,19.9487916368249,0,0
"72",75,20.4954393377278,21.4003714976637,20.321911948738,21.2762154734814,20.0837987951552,0,0
"73",76,21.4762685907395,19.796303627336,20.0153472419119,19.3140871395887,18.6827740006471,0,0
"74",77,22.0516327356431,22.3570521163309,20.0112318789539,17.895784323025,11.6963254981476,0,0
"75",78,21.6994121420538,19.5273867907039,18.9182308102202,10.2877915256488,8.82824664314081,0,0
"76",79,22.3801368026151,21.0890831714118,23.2086479012356,20.0588722156286,22.3030662240156,1,0
"77",80,21.6994121420538,19.3524387745056,19.6388375087497,13.6411210073994,12.9857829531801,0,0
"78",81,21.1885865182878,19.371370625428,18.659997908191,13.2036873586827,10.2913746000823,0,0
"79",82,21.0708034826314,20.5089654118543,18.8963838228906,14.6980308172262,10.3487767145177,0,0
"80",83,21.3584855550832,20.000302532938,18.9846017114981,13.0953172040461,10.0174578517539,0,0
"81",84,22.7856019107233,22.7856355775635,22.3733805692818,22.7765246388822,22.3716657684664,0,0
"82",86,21.0708034826314,20.6688283207333,18.7246124228168,14.9871877990703,10.86510062136,0,0
"83",87,22.5387418327918,21.4733338295244,20.6684008141233,15.7239438958275,13.0949519485379,0,0
"84",88,21.5170905852598,20.245484243312,19.0298983732957,15.0365280253689,9.75933470161994,0,0
"85",89,21.922555693368,19.7522250833445,21.1405137751279,19.5563459691127,20.5825490743585,1,0
"86",90,22.0516327356431,22.7021048832949,23.0138259720118,16.475992390529,16.4128402688132,0,0
"87",91,20.7298768956608,20.7866692373493,20.3208509867558,20.7841665361849,20.3203698797214,0,0
"88",92,20.8476599313172,19.0450404800391,18.7945584299711,12.6795842581244,10.1200414042928,0,0
"89",93,21.0175589681126,19.9045959852796,20.0391805747377,15.9414441503885,14.8490889261847,0,0
"90",94,21.2531250394253,20.2624148683328,20.3481869551349,19.8508159649936,19.5932125195652,0,0
"91",95,21.7639506631913,18.9238317527902,19.6887972339039,12.4925911055812,14.7300004271489,1,0
"92",96,21.463846070741,20.3914546947566,20.6216961908526,20.3645155808958,20.307183094392,0,0
"93",97,20.2722957864136,22.6843953903502,20.9828217830004,22.1472610885107,20.516225036865,0,0
"94",98,21.6053456330147,18.8746923961799,18.9356095480039,12.4955236006697,10.824495999955,0,0
"95",99,21.3584855550832,20.1601355521599,19.141975380833,14.1918174413777,10.9764099643819,0,0
