"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"19","0.234","0.1","0.234","0.1","0.1","0.234","-1","-1","-1","22b2b","223","121","113","23","4","19"
"20","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","232","232","232","17","17","17"
"21","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","331","112","9","9","10"
"22","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","223","111","332","23","1","18"
"23","0.425","0.096","0.096","0.096","0.096","0.096","0.096","-1","-1","311","113","333","223","19","27","23"
"24","0.425","0.096","0.096","0.096","0.096","0.096","0.096","-1","-1","311","332","122","212","18","13","11"
"25","0.317","0.317","0.157","0.209","-1","-1","-1","-1","-1","332","222","222","122","14","14","13"
"26","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","131","131","213","7","7","20"
"27","0.385","0.118","0.189","0.118","0.189","-1","-1","-1","-1","322a","132","322","322","16","15","15"
"28","0.385","0.118","0.189","0.118","0.189","-1","-1","-1","-1","322a","131","131","122","7","7","13"
"29","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"30","0.158","0.156","0.109","0.109","0.156","0.158","0.156","-1","-1","22a1","132","122","311","16","13","3"
"31","0.341","0.097","0.163","0.118","0.163","0.118","-1","-1","-1","22a2b","132","111","311","16","1","3"
"32","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","231","122","122","8","13","13"
"33","0.414","0.19","0.103","0.19","0.103","-1","-1","-1","-1","322b","231","331","321","8","9","6"
"34","0.414","0.19","0.103","0.19","0.103","-1","-1","-1","-1","322b","122","112","322","13","10","15"
"35","0.177","0.147","0.103","0.103","0.147","0.177","0.147","-1","-1","22a1","313","232","222","21","17","14"
"36","0.08","0.097","0.097","0.265","0.097","0.265","0.097","-1","-1","22b1","313","233","132","21","26","16"
"37","0.349","0.349","0.13","0.173","-1","-1","-1","-1","-1","332","122","122","132","13","13","16"
"38","0.177","0.147","0.177","0.147","0.103","0.103","0.147","-1","-1","22a1","322","321","133","15","6","25"
"39","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"40","0.414","0.19","0.103","0.19","0.103","-1","-1","-1","-1","322b","123","113","313","22","19","21"
"41","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","112","112","112","10","10","10"
"42","0.528","0.092","0.139","0.092","0.075","0.075","-1","-1","-1","321","311","112","113","3","10","19"
"43","0.372","0.372","0.085","0.085","0.085","-1","-1","-1","-1","331","231","131","331","8","7","9"
"44","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","122","333","211","13","27","2"
"45","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","111","111","111","1","1","1"
"46","0.209","0.158","0.175","0.142","0.142","0.175","-1","-1","-1","321","212","112","332","11","10","18"
"47","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","111","111","111","1","1","1"
"48","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","311","233","3","3","26"
"49","0.129","0.169","0.118","0.118","0.169","0.129","0.169","-1","-1","22a1","122","333","313","13","27","21"
"50","0.209","0.175","0.158","0.175","0.142","0.142","-1","-1","-1","321","123","213","313","22","20","21"
"51","0.209","0.142","0.142","0.175","0.158","0.175","-1","-1","-1","321","321","331","312","6","9","12"
"52","0.193","0.135","0.135","0.135","0.135","0.135","0.135","-1","-1","311","123","221","322","22","5","15"
"53","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","212","123","9","11","22"
"54","0.156","0.143","0.156","0.143","0.118","0.143","0.143","-1","-1","22b1","133","231","212","25","8","11"
"55","0.156","0.143","0.118","0.143","0.143","0.156","0.143","-1","-1","22b1","322","331","212","15","9","11"
"56","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","211","22","22","2"
"57","0.209","0.142","0.142","0.175","0.158","0.175","-1","-1","-1","321","232","222","312","17","14","12"
"58","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","332","332","332","18","18","18"
"59","0.193","0.135","0.135","0.135","0.135","0.135","0.135","-1","-1","311","213","112","311","20","10","3"
"60","0.149","0.183","0.185","0.151","0.149","0.183","-1","-1","-1","22a2b","221","211","113","5","2","19"
"61","0.201","0.154","0.246","0.154","0.246","-1","-1","-1","-1","322a","211","113","113","2","19","19"
"62","0.146","0.191","0.146","0.191","0.169","0.157","-1","-1","-1","22a2b","211","212","322","2","11","15"
"63","0.207","0.19","0.206","0.19","0.206","-1","-1","-1","-1","322b","131","133","121","7","25","4"
"64","0.146","0.191","0.146","0.191","0.169","0.157","-1","-1","-1","22a2b","131","221","222","7","5","14"
"65","0.179","0.155","0.184","0.149","0.149","0.184","-1","-1","-1","321","231","331","111","8","9","1"
"66","0.12","0.12","0.171","0.124","0.171","0.124","0.171","-1","-1","22a1","121","321","213","4","6","20"
"67","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","312","312","22","12","12"
"68","0.25","0.25","0.214","0.285","-1","-1","-1","-1","-1","332","122","122","132","13","13","16"
"69","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","311","122","3","3","13"
"70","0.12","0.12","0.171","0.124","0.171","0.124","0.171","-1","-1","22a1","323","123","231","24","22","8"
"71","0.116","0.116","0.137","0.123","0.137","0.116","0.116","0.137","-1","211","313","232","131","21","17","7"
"72","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","131","213","213","7","20","20"
"73","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","233","233","233","26","26","26"
"74","0.143","0.148","0.122","0.148","0.148","0.143","0.148","-1","-1","22b1","123","333","311","22","27","3"
"75","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","113","113","321","19","19","6"
"76","0.117","0.165","0.276","0.165","0.276","-1","-1","-1","-1","322b","223","222","212","23","14","11"
"77","0.071","0.179","0.179","0.221","0.129","0.221","-1","-1","-1","321","331","321","312","9","6","12"
"78","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","313","313","313","21","21","21"
"79","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","112","233","233","10","26","26"
"80","0.117","0.165","0.276","0.165","0.276","-1","-1","-1","-1","322b","213","212","313","20","11","21"
"81","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","223","223","331","23","23","9"
"82","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","311","22","22","3"
"83","0.071","0.221","0.129","0.221","0.179","0.179","-1","-1","-1","321","233","131","132","26","7","16"
"84","0.095","0.174","0.278","0.174","0.278","-1","-1","-1","-1","322a","212","221","221","11","5","5"
"85","0.122","0.233","0.122","0.233","0.098","0.192","-1","-1","-1","22a2b","222","332","333","14","18","27"
"86","0.095","0.174","0.278","0.174","0.278","-1","-1","-1","-1","322a","223","313","313","23","21","21"
"87","0.113","0.22","0.113","0.22","0.22","0.113","-1","-1","-1","22b2b","212","132","113","11","16","19"
"88","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","211","211","22","2","2"
"89","0.123","0.123","0.145","0.123","0.123","0.145","0.073","0.145","-1","211","131","221","312","7","5","12"
"90","0.123","0.123","0.145","0.123","0.123","0.145","0.073","0.145","-1","211","213","123","332","20","22","18"
"91","0.115","0.115","0.135","0.115","0.115","0.135","0.134","0.135","-1","211","311","121","232","3","4","17"
"92","0.228","0.228","0.181","0.181","0.181","-1","-1","-1","-1","331","112","212","312","10","11","12"
"93","0.206","0.143","0.143","0.176","0.157","0.176","-1","-1","-1","321","121","131","211","4","7","2"
"94","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","321","113","113","6","19","19"
"95","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","232","121","121","17","4","4"
"96","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","332","111","223","18","1","23"
"97","0.206","0.157","0.176","0.143","0.143","0.176","-1","-1","-1","321","322","321","333","15","6","27"
"98","0.155","0.143","0.118","0.143","0.143","0.155","0.143","-1","-1","22b1","232","312","221","17","12","5"
"99","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"100","0.261","0.261","0.205","0.273","-1","-1","-1","-1","-1","332","132","132","232","16","16","17"
"101","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","311","311","14","3","3"
"102","0.226","0.193","0.194","0.193","0.194","-1","-1","-1","-1","322b","123","133","131","22","25","7"
"103","0.261","0.261","0.205","0.273","-1","-1","-1","-1","-1","332","311","311","313","3","3","21"
"104","0.183","0.15","0.183","0.15","0.15","0.183","-1","-1","-1","22b2b","313","332","112","21","18","10"
"105","0.184","0.151","0.149","0.184","0.149","0.184","-1","-1","-1","22a2b","223","323","332","23","24","18"
"106","0.023","0.023","0.318","0.318","0.318","-1","-1","-1","-1","331","323","333","313","24","27","21"
"107","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","112","112","321","10","10","6"
"108","0.082","0.082","0.477","0.358","-1","-1","-1","-1","-1","332","212","232","232","11","17","17"
"109","0.003","0.166","0.166","0.166","0.166","0.166","0.166","-1","-1","311","311","113","212","3","19","11"
"110","0.017","0.189","0.303","0.189","0.303","-1","-1","-1","-1","322a","331","312","312","9","12","12"
"111","0.008","0.255","0.207","0.207","0.255","0.068","-1","-1","-1","321","323","331","311","24","9","3"
"112","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","221","221","221","5","5","5"
"113","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","332","223","111","18","23","1"
"114","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","113","322","322","19","15","15"
"115","0.13","0.13","0.153","0.023","0.153","0.13","0.13","0.153","-1","211","233","112","311","26","10","3"
"116","0.142","0.142","0.203","0.054","0.203","0.054","0.203","-1","-1","22a1","312","212","121","12","11","4"
"117","0.008","0.255","0.207","0.207","0.255","0.068","-1","-1","-1","321","323","331","311","24","9","3"
"118","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","213","213","213","20","20","20"
"119","0.026","0.197","0.026","0.197","0.162","0.197","0.197","-1","-1","22b1","311","212","233","3","11","26"
"120","0.082","0.082","0.477","0.358","-1","-1","-1","-1","-1","332","322","332","332","15","18","18"
"121","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"122","0.013","0.221","0.155","0.155","0.221","0.013","0.221","-1","-1","22a1","111","232","222","1","17","14"
"123","0.009","0.009","0.562","0.421","-1","-1","-1","-1","-1","332","333","133","133","27","25","25"
"124","0","0","0.333","0.333","0.333","-1","-1","-1","-1","331","221","231","211","5","8","2"
"125","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","233","233","12","26","26"
"126","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","323","323","131","24","24","7"
"127","0.009","0.009","0.421","0.562","-1","-1","-1","-1","-1","332","312","312","332","12","12","18"
"128","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","233","233","233","26","26","26"
"129","0.009","0.009","0.421","0.562","-1","-1","-1","-1","-1","332","323","323","123","24","24","22"
"130","0","0.013","0.272","0.221","0.221","0.272","-1","-1","-1","321","212","112","332","11","10","18"
"131","0.001","0.015","0.484","0.015","0.484","-1","-1","-1","-1","322b","123","113","223","22","19","23"
"132","0","0.272","0.221","0.221","0.272","0.013","-1","-1","-1","321","323","121","221","24","4","5"
"133","0.013","0.221","0.155","0.155","0.221","0.013","0.221","-1","-1","22a1","123","133","311","22","25","3"
"134","0.013","0.221","0.013","0.221","0.155","0.155","0.221","-1","-1","22a1","133","132","311","25","16","3"
"135","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","332","332","332","18","18","18"
"136","0.341","0.196","0.133","0.196","0.133","-1","-1","-1","-1","322b","233","133","113","26","25","19"
"137","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","332","332","332","18","18","18"
"138","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","331","331","331","9","9","9"
"139","0.389","0.117","0.188","0.117","0.188","-1","-1","-1","-1","322a","223","313","313","23","21","21"
"140","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","331","222","9","9","14"
"141","0.109","0.109","0.155","0.159","0.155","0.159","0.155","-1","-1","22a1","111","233","333","1","26","27"
"142","0.278","0.117","0.161","0.142","0.161","0.142","-1","-1","-1","22a2b","223","323","331","23","24","9"
"143","0.278","0.117","0.161","0.142","0.161","0.142","-1","-1","-1","22a2b","321","312","221","6","12","5"
"144","0.341","0.196","0.133","0.196","0.133","-1","-1","-1","-1","322b","332","331","321","18","9","6"
"145","0.389","0.117","0.188","0.117","0.188","-1","-1","-1","-1","322a","211","233","233","2","26","26"
"146","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","223","132","132","23","16","16"
"147","0.235","0.099","0.235","0.099","0.099","0.235","-1","-1","-1","22b2b","323","331","133","24","9","25"
"148","0.398","0.123","0.1","0.1","0.123","0.155","-1","-1","-1","321","213","231","221","20","8","5"
"149","0.389","0.117","0.188","0.117","0.188","-1","-1","-1","-1","322a","331","331","121","9","9","4"
"150","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","131","131","14","7","7"
"151","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","223","223","223","23","23","23"
"152","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","221","333","333","5","27","27"
"153","0.314","0.145","0.118","0.118","0.145","0.159","-1","-1","-1","321","132","123","113","16","22","19"
"154","0.113","0.113","0.161","0.146","0.161","0.146","0.161","-1","-1","22a1","332","211","111","18","2","1"
"155","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","113","113","113","19","19","19"
"156","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","211","211","211","2","2","2"
"157","0.314","0.145","0.118","0.118","0.145","0.159","-1","-1","-1","321","111","123","133","1","22","25"
"158","0.104","0.126","0.126","0.195","0.126","0.195","0.126","-1","-1","22b1","131","332","211","7","18","2"
"159","0.11","0.11","0.129","0.175","0.129","0.11","0.11","0.129","-1","211","313","112","231","21","10","8"
"160","0.195","0.126","0.195","0.126","0.104","0.126","0.126","-1","-1","22b1","312","211","223","12","2","23"
"161","0.324","0.113","0.113","0.113","0.113","0.113","0.113","-1","-1","311","322","212","132","15","11","16"
"162","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","332","221","113","18","5","19"
"163","0.324","0.113","0.113","0.113","0.113","0.113","0.113","-1","-1","311","311","323","332","3","24","18"
"164","0.104","0.126","0.126","0.195","0.126","0.195","0.126","-1","-1","22b1","333","232","123","27","17","22"
"165","0.319","0.131","0.21","0.131","0.21","-1","-1","-1","-1","322a","133","112","112","25","10","10"
"166","0.15","0.145","0.15","0.145","0.119","0.145","0.145","-1","-1","22b1","321","332","133","6","18","25"
"167","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","332","332","332","18","18","18"
"168","0.116","0.116","0.136","0.129","0.136","0.116","0.116","0.136","-1","211","132","323","221","16","24","5"
"169","0.179","0.154","0.179","0.154","0.154","0.179","-1","-1","-1","22b2b","232","133","112","17","25","10"
"170","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","122","333","2","13","27"
"171","0.116","0.116","0.136","0.116","0.116","0.136","0.129","0.136","-1","211","213","123","332","20","22","18"
"172","0.257","0.257","0.208","0.278","-1","-1","-1","-1","-1","332","312","312","332","12","12","18"
"173","0.179","0.154","0.179","0.154","0.154","0.179","-1","-1","-1","22b2b","212","223","322","11","23","15"
"174","0.116","0.116","0.136","0.116","0.116","0.136","0.129","0.136","-1","211","232","112","321","17","10","6"
"175","0.148","0.187","0.178","0.154","0.148","0.187","-1","-1","-1","22a2b","323","333","132","24","27","16"
"176","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","233","233","233","26","26","26"
"177","0.195","0.179","0.145","0.145","0.179","0.156","-1","-1","-1","321","311","322","332","3","15","18"
"178","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","322","233","111","15","26","1"
"179","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","322","322","111","15","15","1"
"180","0.119","0.145","0.145","0.15","0.145","0.15","0.145","-1","-1","22b1","321","223","133","6","23","25"
"181","0.141","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","311","113","121","132","19","4","16"
"182","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","111","111","111","1","1","1"
"183","0.195","0.188","0.214","0.188","0.214","-1","-1","-1","-1","322b","212","213","112","11","20","10"
"184","0.124","0.151","0.151","0.136","0.151","0.136","0.151","-1","-1","22b1","231","132","321","8","16","6"
"185","0.163","0.153","0.189","0.153","0.153","0.189","-1","-1","-1","321","231","232","223","8","17","23"
"186","0.195","0.188","0.214","0.188","0.214","-1","-1","-1","-1","322b","133","233","113","25","26","19"
"187","0.195","0.188","0.214","0.188","0.214","-1","-1","-1","-1","322b","112","122","123","10","13","22"
"188","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","332","332","121","18","18","4"
"189","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","221","333","333","5","27","27"
"190","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","222","331","14","14","9"
"191","0.143","0.196","0.16","0.161","0.143","0.196","-1","-1","-1","22a2b","332","131","111","18","7","1"
"192","0.143","0.196","0.143","0.196","0.16","0.161","-1","-1","-1","22a2b","113","233","232","19","26","17"
"193","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","233","233","12","26","26"
"194","0.163","0.189","0.153","0.189","0.153","0.153","-1","-1","-1","321","312","321","323","12","6","24"
"195","0.195","0.188","0.214","0.188","0.214","-1","-1","-1","-1","322b","221","231","321","5","8","6"
"196","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","231","313","122","8","21","13"
"197","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","113","232","232","19","17","17"
"198","0.202","0.177","0.144","0.144","0.177","0.157","-1","-1","-1","321","313","123","133","21","22","25"
"199","0.132","0.136","0.115","0.115","0.136","0.115","0.115","0.136","-1","211","131","223","212","7","23","11"
"200","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","332","123","123","18","22","22"
"201","0.202","0.144","0.144","0.177","0.157","0.177","-1","-1","-1","321","213","313","111","20","21","1"
"202","0.202","0.177","0.144","0.144","0.177","0.157","-1","-1","-1","321","211","233","223","2","26","23"
"203","0.222","0.15","0.24","0.15","0.24","-1","-1","-1","-1","322a","322","322","121","15","15","4"
"204","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","311","311","311","3","3","3"
"205","0.148","0.185","0.148","0.185","0.182","0.152","-1","-1","-1","22a2b","232","312","313","17","12","21"
"206","0.148","0.185","0.148","0.185","0.182","0.152","-1","-1","-1","22a2b","213","211","121","20","2","4"
"207","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","223","223","223","23","23","23"
"208","0.226","0.226","0.183","0.183","0.183","-1","-1","-1","-1","331","111","121","131","1","4","7"
"209","0.182","0.152","0.182","0.152","0.152","0.182","-1","-1","-1","22b2b","121","112","222","4","10","14"
"210","0.223","0.192","0.196","0.192","0.196","-1","-1","-1","-1","322b","323","321","313","24","6","21"
"211","0.022","0.312","0.022","0.312","0.312","0.022","-1","-1","-1","22b2b","212","223","322","11","23","15"
"212","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","332","332","221","18","18","5"
"213","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","213","132","321","20","16","6"
"214","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"215","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","332","123","2","18","22"
"216","0.014","0.014","0.324","0.324","0.324","-1","-1","-1","-1","331","312","212","112","12","11","10"
"217","0.059","0.306","0.017","0.252","0.059","0.306","-1","-1","-1","22a2b","132","112","331","16","10","9"
"218","0.004","0.055","0.259","0.211","0.211","0.259","-1","-1","-1","321","232","332","122","17","18","13"
"219","0.059","0.306","0.017","0.252","0.059","0.306","-1","-1","-1","22a2b","212","232","131","11","17","7"
"220","0.014","0.014","0.324","0.324","0.324","-1","-1","-1","-1","331","323","223","123","24","23","22"
"221","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","111","111","27","1","1"
"222","0.018","0.2","0.165","0.2","0.2","0.018","0.2","-1","-1","22b1","331","322","111","9","15","1"
"223","0.01","0.19","0.305","0.19","0.305","-1","-1","-1","-1","322a","312","323","323","12","24","24"
"224","0.002","0.166","0.166","0.166","0.166","0.166","0.166","-1","-1","311","213","221","232","20","5","17"
"225","0.01","0.19","0.305","0.19","0.305","-1","-1","-1","-1","322a","232","112","112","17","10","10"
"226","0.247","0.247","0.217","0.289","-1","-1","-1","-1","-1","332","211","211","221","2","2","5"
"227","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","223","223","223","23","23","23"
"228","0.12","0.137","0.117","0.117","0.137","0.117","0.117","0.137","-1","211","331","313","222","9","21","14"
"229","0.165","0.159","0.145","0.193","0.145","0.193","-1","-1","-1","22a2b","321","121","112","6","4","10"
"230","0.145","0.193","0.165","0.159","0.145","0.193","-1","-1","-1","22a2b","231","332","221","8","18","5"
"231","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","232","121","121","17","4","4"
"232","0.117","0.117","0.137","0.12","0.137","0.117","0.117","0.137","-1","211","112","323","221","10","24","5"
"233","0.247","0.247","0.289","0.217","-1","-1","-1","-1","-1","332","213","313","313","20","21","21"
"234","0.117","0.117","0.137","0.117","0.117","0.137","0.12","0.137","-1","211","332","121","211","18","4","2"
"235","0.117","0.117","0.137","0.12","0.137","0.117","0.117","0.137","-1","211","221","122","333","5","13","27"
"236","0.14","0.149","0.14","0.149","0.123","0.149","0.149","-1","-1","22b1","211","232","133","2","17","25"
"237","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","311","233","3","3","26"
"238","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","331","122","9","9","13"
"239","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","213","213","131","20","20","7"
"240","0.14","0.149","0.14","0.149","0.123","0.149","0.149","-1","-1","22b1","212","313","321","11","21","6"
"241","0.376","0.087","0.162","0.106","0.162","0.106","-1","-1","-1","22a2b","112","123","223","10","22","23"
"242","0.596","0.076","0.128","0.076","0.062","0.062","-1","-1","-1","321","312","321","323","12","6","24"
"243","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","122","122","122","13","13","13"
"244","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","122","211","211","13","2","2"
"245","0.188","0.142","0.099","0.099","0.142","0.188","0.142","-1","-1","22a1","322","233","213","15","26","20"
"246","0.56","0.085","0.135","0.085","0.135","-1","-1","-1","-1","322a","333","231","231","27","8","8"
"247","0.099","0.099","0.142","0.188","0.142","0.188","0.142","-1","-1","22a1","333","111","211","27","1","2"
"248","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","331","331","331","9","9","9"
"249","0.099","0.099","0.142","0.188","0.142","0.188","0.142","-1","-1","22a1","333","222","122","27","14","13"
"250","0.394","0.394","0.071","0.071","0.071","-1","-1","-1","-1","331","333","233","133","27","26","25"
"251","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","331","112","9","9","10"
"252","0.094","0.094","0.111","0.291","0.111","0.094","0.094","0.111","-1","211","233","332","111","26","18","1"
"253","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","133","311","222","25","3","14"
"254","0.453","0.185","0.089","0.185","0.089","-1","-1","-1","-1","322b","112","212","222","10","11","14"
"255","0.364","0.364","0.156","0.117","-1","-1","-1","-1","-1","332","233","223","223","26","23","23"
"256","0.233","0.128","0.128","0.128","0.128","0.128","0.128","-1","-1","311","132","222","312","16","14","12"
"257","0.113","0.113","0.133","0.148","0.133","0.113","0.113","0.133","-1","211","223","322","111","23","15","1"
"258","0.249","0.195","0.18","0.195","0.18","-1","-1","-1","-1","322b","133","233","213","25","26","20"
"259","0.169","0.137","0.113","0.137","0.137","0.169","0.137","-1","-1","22b1","112","123","232","10","22","17"
"260","0.233","0.128","0.128","0.128","0.128","0.128","0.128","-1","-1","311","312","132","222","12","16","14"
"261","0.257","0.143","0.229","0.143","0.229","-1","-1","-1","-1","322a","221","221","111","5","5","1"
"262","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","221","221","221","5","5","5"
"263","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","323","323","211","24","24","2"
"264","0.25","0.25","0.167","0.167","0.167","-1","-1","-1","-1","331","132","122","112","16","13","10"
"265","0.203","0.144","0.152","0.174","0.152","0.174","-1","-1","-1","22a2b","123","223","212","22","23","11"
"266","0.195","0.138","0.195","0.138","0.138","0.195","-1","-1","-1","22b2b","221","213","123","5","20","22"
"267","0.25","0.25","0.167","0.167","0.167","-1","-1","-1","-1","331","322","323","321","15","24","6"
