workerid,MUsharedother,trial_type,obj3,obj2,target,itemCode,item,MUnumchoices,slide_number,MUsharedlistenerpick,MUalign,utterance,response
3,NA,mutual_understanding,332,312,111,1sameNANA,73500,1,9,NA,same,cloud,1
3,NA,mutual_understanding,222,333,123,2sameNANA,282350,2,10,NA,same,green,0.25
3,NA,mutual_understanding,333,322,232,2diff1NA,273450,2,11,1,diff,red,0.3
3,NA,mutual_understanding,333,113,223,3sameNANA,284951,3,12,NA,same,green,0.25
3,NA,mutual_understanding,323,331,132,2sameNANA,188441,2,13,NA,same,polka-dotted,0.25
3,1,mutual_understanding,221,121,131,3diff21,2980,3,14,2,diff,blue,0.1
3,NA,mutual_understanding,321,121,122,3sameNANA,23372,3,15,NA,same,striped,0.1
3,NA,mutual_understanding,331,321,221,3sameNANA,7020,3,16,NA,same,blue,0.15
3,NA,mutual_understanding,332,323,322,2diff2NA,192111,2,17,2,diff,striped,0.25
3,NA,mutual_understanding,212,311,133,1sameNANA,207170,1,18,NA,same,polka-dotted,0.95
3,2,mutual_understanding,311,323,321,3diff22,178332,3,19,2,diff,square,0.15
3,2,mutual_understanding,132,232,233,3diff12,243570,3,20,1,diff,polka-dotted,0.05
4,NA,mutual_understanding,111,232,231,2sameNANA,58130,2,6,NA,same,circle,1
4,NA,mutual_understanding,131,321,223,1sameNANA,156060,1,7,NA,same,circle,1
4,NA,mutual_understanding,123,131,212,1sameNANA,138130,1,8,NA,same,circle,0.95
4,NA,mutual_understanding,221,113,123,2sameNANA,148781,2,9,NA,same,green,0.5
4,1,mutual_understanding,131,311,221,3diff11,2850,3,10,1,diff,blue,0
4,NA,mutual_understanding,332,331,123,1sameNANA,147480,1,11,NA,same,green,0.95
4,NA,mutual_understanding,223,121,123,2diff2NA,175330,2,12,2,diff,cloud,0.05
4,NA,mutual_understanding,122,133,131,3sameNANA,209600,3,13,NA,same,cloud,0.95
4,2,mutual_understanding,313,312,311,3diff22,119702,3,14,2,diff,square,0
4,NA,mutual_understanding,333,232,131,3sameNANA,272610,3,15,NA,same,polka-dotted,1
4,1,mutual_understanding,322,223,221,3diff21,163512,3,16,2,diff,striped,0.05
4,NA,mutual_understanding,222,132,331,2sameNANA,54110,2,17,NA,same,polka-dotted,0.95
4,2,mutual_understanding,132,222,322,3diff12,55952,3,18,1,diff,red,0.05
4,NA,mutual_understanding,231,233,123,2diff1NA,251751,2,19,1,diff,green,0.5
4,NA,mutual_understanding,231,221,223,3sameNANA,156562,3,20,NA,same,circle,0.95
5,NA,mutual_understanding,333,323,221,1sameNANA,285700,1,6,NA,same,circle,0.3
5,NA,mutual_understanding,131,333,332,2sameNANA,274230,2,7,NA,same,square,0.7
5,NA,mutual_understanding,113,232,212,2sameNANA,94600,2,8,NA,same,circle,0.35
5,NA,mutual_understanding,213,333,313,3sameNANA,280951,3,9,NA,same,green,0.6
5,NA,mutual_understanding,321,332,232,2diff2NA,80551,2,10,2,diff,red,0.6
5,1,mutual_understanding,222,121,321,3diff21,29940,3,11,2,diff,striped,0.65
5,NA,mutual_understanding,312,112,212,1sameNANA,21930,1,12,NA,same,circle,0.65
5,1,mutual_understanding,233,213,221,3diff11,247502,3,13,1,diff,circle,0.65
5,2,mutual_understanding,211,233,231,3diff22,232232,3,14,2,diff,circle,0.6
5,2,mutual_understanding,322,223,123,3diff12,176440,3,15,1,diff,striped,0.6
5,NA,mutual_understanding,123,311,331,2sameNANA,136031,2,16,NA,same,square,0.65
5,NA,mutual_understanding,133,232,312,1sameNANA,215500,1,17,NA,same,square,0.65
5,NA,mutual_understanding,322,232,212,3sameNANA,66120,3,18,NA,same,red,0.65
5,NA,mutual_understanding,112,223,321,2diff1NA,158111,2,19,1,diff,striped,0.65
5,NA,mutual_understanding,311,211,121,3sameNANA,382,3,20,NA,same,blue,0.6
6,2,mutual_understanding,333,233,231,3diff12,290712,3,6,1,diff,polka-dotted,0.1
6,NA,mutual_understanding,331,231,112,1sameNANA,11980,1,7,NA,same,red,0.95
6,1,mutual_understanding,121,321,311,3diff21,1522,3,8,2,diff,blue,0.15
6,NA,mutual_understanding,232,113,133,2diff2NA,219380,2,9,2,diff,green,0.2
6,2,mutual_understanding,223,322,323,3diff22,201670,3,10,2,diff,striped,0.1
6,NA,mutual_understanding,221,321,331,3sameNANA,7082,3,11,NA,same,blue,0.15
6,NA,mutual_understanding,211,312,132,2diff1NA,51180,2,12,1,diff,red,0.1
6,1,mutual_understanding,331,121,211,3diff11,6022,3,13,1,diff,blue,0.1
6,NA,mutual_understanding,323,222,131,1sameNANA,185510,1,14,NA,same,polka-dotted,0.9
6,NA,mutual_understanding,312,213,212,3sameNANA,103410,3,15,NA,same,solid,0.1
6,NA,mutual_understanding,232,111,311,2sameNANA,56141,2,16,NA,same,solid,0.15
6,NA,mutual_understanding,123,311,331,2sameNANA,136031,2,17,NA,same,square,0.15
6,NA,mutual_understanding,332,121,231,2sameNANA,70451,2,18,NA,same,blue,0.1
6,NA,mutual_understanding,321,121,122,3sameNANA,23372,3,19,NA,same,striped,0
6,NA,mutual_understanding,213,312,322,1sameNANA,107140,1,20,NA,same,striped,0.9
7,NA,mutual_understanding,313,222,321,2sameNANA,122310,2,6,NA,same,striped,0.75
7,NA,mutual_understanding,312,311,133,1sameNANA,208170,1,7,NA,same,polka-dotted,0.8
7,NA,mutual_understanding,313,112,121,2diff1NA,117901,2,8,1,diff,cloud,0.1
7,NA,mutual_understanding,333,313,213,3sameNANA,280920,3,9,NA,same,green,0.85
7,NA,mutual_understanding,213,312,311,3sameNANA,102610,3,10,NA,same,solid,0.8
7,2,mutual_understanding,211,233,231,3diff22,232232,3,11,2,diff,circle,0.15
7,NA,mutual_understanding,333,313,312,2sameNANA,280110,2,12,NA,same,solid,0.85
7,NA,mutual_understanding,331,111,131,3sameNANA,7151,3,13,NA,same,blue,0.8
7,NA,mutual_understanding,232,312,333,2sameNANA,273161,2,14,NA,same,square,0.9
7,2,mutual_understanding,233,133,131,3diff12,258212,3,15,1,diff,polka-dotted,0.15
7,NA,mutual_understanding,222,112,312,2diff2NA,35040,2,16,2,diff,solid,0.15
7,1,mutual_understanding,233,232,131,3diff11,242611,3,17,1,diff,polka-dotted,0.15
7,NA,mutual_understanding,221,232,333,1sameNANA,272460,1,18,NA,same,square,0.9
7,NA,mutual_understanding,333,112,222,1sameNANA,268730,1,19,NA,same,circle,0.8
7,1,mutual_understanding,233,213,113,3diff21,248921,3,20,2,diff,green,0.2
8,NA,mutual_understanding,213,321,221,2diff2NA,98311,2,6,2,diff,striped,0.35
8,NA,mutual_understanding,333,233,223,3sameNANA,292220,3,7,NA,same,green,0.4
8,NA,mutual_understanding,323,223,122,1sameNANA,201400,1,8,NA,same,cloud,1
8,NA,mutual_understanding,232,212,113,1sameNANA,94680,1,9,NA,same,green,1
8,NA,mutual_understanding,132,232,222,3sameNANA,67820,3,10,NA,same,red,0.35
8,NA,mutual_understanding,121,322,321,2sameNANA,37730,2,11,NA,same,square,0.55
8,NA,mutual_understanding,211,232,331,2sameNANA,58940,2,12,NA,same,polka-dotted,0.55
8,1,mutual_understanding,212,211,113,3diff11,86270,3,13,1,diff,solid,0.15
8,1,mutual_understanding,221,211,111,3diff21,421,3,14,2,diff,blue,0.4
8,NA,mutual_understanding,313,222,321,2sameNANA,122310,2,15,NA,same,striped,0.65
8,NA,mutual_understanding,323,332,311,3sameNANA,190900,3,16,NA,same,square,0.8
8,2,mutual_understanding,223,322,323,3diff22,201670,3,17,2,diff,striped,0.8
8,NA,mutual_understanding,321,132,133,1sameNANA,213480,1,18,NA,same,green,1
8,2,mutual_understanding,121,311,331,3diff12,6181,3,19,1,diff,blue,0.3
8,NA,mutual_understanding,323,211,321,2diff1NA,178250,2,20,1,diff,blue,0.35
